Time (ps),Quercetin-FN1,pQ3RU-FN1
50336,2.22906,2.041443
50338,2.225824,2.051696
50340,2.225497,2.050317
50342,2.227635,2.065023
50344,2.23005,2.055003
50346,2.224905,2.042204
50348,2.235734,2.054378
50350,2.230673,2.059162
50352,2.223045,2.058883
50354,2.233147,2.050122
50356,2.232759,2.045153
50358,2.237801,2.044213
50360,2.231596,2.054141
50362,2.237568,2.051702
50364,2.233453,2.048665
50366,2.230838,2.047821
50368,2.240824,2.053214
50370,2.246688,2.045607
50372,2.237343,2.048229
50374,2.231499,2.047121
50376,2.235303,2.046594
50378,2.236864,2.044706
50380,2.234616,2.04185
50382,2.232347,2.044588
50384,2.242948,2.041062
50386,2.238237,2.03934
50388,2.243855,2.043005
50390,2.239148,2.052869
50392,2.229412,2.047166
50394,2.229796,2.039278
50396,2.246983,2.044455
50398,2.243582,2.037162
50400,2.253927,2.038417
50402,2.24605,2.042624
50404,2.236797,2.045102
50406,2.229961,2.037854
50408,2.23933,2.038785
50410,2.23633,2.041446
50412,2.233853,2.040481
50414,2.22652,2.042627
50416,2.245483,2.048774
50418,2.251327,2.052172
50420,2.253951,2.049314
50422,2.254041,2.048682
50424,2.251372,2.050256
50426,2.254466,2.050549
50428,2.259989,2.041663
50430,2.249023,2.044429
50432,2.249193,2.046827
50434,2.247548,2.037119
50436,2.244408,2.036512
50438,2.245341,2.036945
50440,2.241915,2.045944
50442,2.241341,2.039772
50444,2.248467,2.041245
50446,2.249199,2.045838
50448,2.255393,2.04536
50450,2.253211,2.041507
50452,2.245608,2.038896
50454,2.244505,2.0386
50456,2.2458,2.052087
50458,2.255781,2.043572
50460,2.248622,2.048406
50462,2.245457,2.052017
50464,2.247726,2.047937
50466,2.252126,2.055346
50468,2.251619,2.043312
50470,2.242824,2.051521
50472,2.25279,2.040727
50474,2.252297,2.047055
50476,2.269807,2.047053
50478,2.267414,2.053107
50480,2.258875,2.049922
50482,2.258558,2.055714
50484,2.255847,2.05865
50486,2.253685,2.061803
50488,2.252925,2.056609
50490,2.255945,2.065011
50492,2.256532,2.062041
50494,2.262217,2.057582
50496,2.264001,2.060845
50498,2.252417,2.065673
50500,2.252118,2.068826
50502,2.259497,2.058872
50504,2.257198,2.050052
50506,2.259582,2.04993
50508,2.264303,2.0528
50510,2.258348,2.050125
50512,2.255257,2.056279
50514,2.260429,2.055744
50516,2.261683,2.052863
50518,2.257532,2.053634
50520,2.258946,2.061345
50522,2.253661,2.052423
50524,2.244488,2.061053
50526,2.251652,2.05775
50528,2.250208,2.065739
50530,2.246093,2.051325
50532,2.254174,2.05247
50534,2.246387,2.038386
50536,2.252658,2.050246
50538,2.264256,2.055638
50540,2.264551,2.053474
50542,2.264793,2.047462
50544,2.2663,2.049964
50546,2.271035,2.053939
50548,2.262037,2.0537
50550,2.271619,2.050478
50552,2.261261,2.042888
50554,2.268521,2.05038
50556,2.25843,2.05323
50558,2.271191,2.062609
50560,2.271494,2.053545
50562,2.258198,2.059771
50564,2.26812,2.065311
50566,2.2694,2.064176
50568,2.276458,2.05575
50570,2.285094,2.051588
50572,2.277975,2.052283
50574,2.271626,2.060667
50576,2.275062,2.058305
50578,2.274835,2.051738
50580,2.266791,2.061927
50582,2.278776,2.060669
50584,2.286977,2.058007
50586,2.289393,2.05942
50588,2.292644,2.053155
50590,2.290848,2.054655
50592,2.284909,2.049106
50594,2.284517,2.057796
50596,2.29188,2.06513
50598,2.285126,2.059899
50600,2.283665,2.059487
50602,2.291051,2.05706
50604,2.287721,2.059503
50606,2.288319,2.055253
50608,2.295737,2.055194
50610,2.297019,2.049518
50612,2.297412,2.054929
50614,2.282273,2.054774
50616,2.296133,2.043637
50618,2.284821,2.052395
50620,2.285294,2.059881
50622,2.289668,2.044696
50624,2.298388,2.054702
50626,2.297678,2.044381
50628,2.297067,2.051537
50630,2.29837,2.061344
50632,2.303414,2.070114
50634,2.288059,2.068325
50636,2.288565,2.062512
50638,2.291031,2.054402
50640,2.289063,2.048856
50642,2.290351,2.051212
50644,2.287277,2.051723
50646,2.271011,2.050955
50648,2.272584,2.055859
50650,2.280297,2.044517
50652,2.281538,2.047413
50654,2.27722,2.046049
50656,2.291677,2.053097
50658,2.300787,2.05228
50660,2.293184,2.059359
50662,2.288561,2.04789
50664,2.290371,2.041444
50666,2.289508,2.035493
50668,2.28972,2.040203
50670,2.28508,2.036155
50672,2.27672,2.035455
50674,2.282945,2.041445
50676,2.280156,2.039303
50678,2.287046,2.047458
50680,2.293508,2.056254
50682,2.289031,2.052098
50684,2.277859,2.047976
50686,2.278789,2.052525
50688,2.288285,2.045197
50690,2.288458,2.046518
50692,2.289382,2.055419
50694,2.284556,2.052988
50696,2.274933,2.055949
50698,2.278301,2.057317
50700,2.286363,2.053771
50702,2.287197,2.060978
50704,2.271971,2.047287
50706,2.272212,2.050044
50708,2.276072,2.061258
50710,2.262303,2.046401
50712,2.262026,2.045515
50714,2.262747,2.03833
50716,2.252782,2.04328
50718,2.254814,2.049225
50720,2.242718,2.046565
50722,2.246521,2.049203
50724,2.255152,2.039871
50726,2.248116,2.038153
50728,2.241551,2.046946
50730,2.248624,2.053609
50732,2.24591,2.045487
50734,2.253252,2.04618
50736,2.271047,2.049276
50738,2.260527,2.057843
50740,2.255592,2.049654
50742,2.265281,2.060609
50744,2.246395,2.05365
50746,2.25668,2.050253
50748,2.261234,2.053667
50750,2.250276,2.051779
50752,2.266038,2.057143
50754,2.261828,2.062901
50756,2.259293,2.060935
50758,2.259351,2.059005
50760,2.263423,2.06461
50762,2.268795,2.062766
50764,2.263679,2.059309
50766,2.256823,2.073473
50768,2.25699,2.068584
50770,2.256867,2.065095
50772,2.260825,2.068703
50774,2.253849,2.062175
50776,2.25163,2.056544
50778,2.249145,2.057742
50780,2.261826,2.059684
50782,2.261075,2.048782
50784,2.271843,2.052244
50786,2.269124,2.046002
50788,2.268487,2.056363
50790,2.270414,2.048804
50792,2.277954,2.047314
50794,2.278338,2.053429
50796,2.280722,2.062948
50798,2.282884,2.057651
50800,2.283181,2.049593
50802,2.273402,2.041468
50804,2.264953,2.052531
50806,2.266416,2.049877
50808,2.260878,2.050907
50810,2.263622,2.04745
50812,2.262788,2.051637
50814,2.269928,2.052487
50816,2.268719,2.04516
50818,2.27252,2.048786
50820,2.26792,2.04053
50822,2.261205,2.044639
50824,2.26013,2.048478
50826,2.25462,2.047188
50828,2.239872,2.047786
50830,2.253306,2.039771
50832,2.256375,2.049348
50834,2.251809,2.055404
50836,2.242307,2.04905
50838,2.246186,2.062085
50840,2.240511,2.052218
50842,2.240381,2.050096
50844,2.23277,2.045016
50846,2.238349,2.038021
50848,2.239195,2.046907
50850,2.247073,2.046947
50852,2.238612,2.049215
50854,2.250889,2.046104
50856,2.252962,2.037943
50858,2.261934,2.033304
50860,2.249871,2.042854
50862,2.246712,2.041802
50864,2.257887,2.042117
50866,2.247827,2.038337
50868,2.244637,2.04639
50870,2.253993,2.037616
50872,2.258785,2.03266
50874,2.249812,2.042444
50876,2.242647,2.040839
50878,2.240663,2.056725
50880,2.24644,2.046575
50882,2.251501,2.040499
50884,2.246867,2.040973
50886,2.244103,2.038323
50888,2.245008,2.03636
50890,2.243838,2.054243
50892,2.246201,2.047758
50894,2.244722,2.051158
50896,2.242779,2.05434
50898,2.233552,2.052845
50900,2.235036,2.055217
50902,2.234976,2.060916
50904,2.248903,2.070022
50906,2.249722,2.06231
50908,2.255575,2.058963
50910,2.263317,2.059665
50912,2.260994,2.056789
50914,2.262977,2.056324
50916,2.261091,2.057452
50918,2.272358,2.057657
50920,2.259673,2.063645
50922,2.26333,2.059867
50924,2.269954,2.050843
50926,2.268673,2.056066
50928,2.282787,2.05005
50930,2.280071,2.053174
50932,2.273978,2.056615
50934,2.278078,2.060582
50936,2.278019,2.046283
50938,2.274111,2.047836
50940,2.270869,2.049667
50942,2.278481,2.036303
50944,2.283561,2.034531
50946,2.29072,2.047218
50948,2.296407,2.042155
50950,2.287608,2.0525
50952,2.296768,2.053013
50954,2.288174,2.063386
50956,2.284206,2.06722
50958,2.287927,2.072361
50960,2.295002,2.062601
50962,2.279263,2.06177
50964,2.274119,2.054644
50966,2.27632,2.041489
50968,2.276125,2.051881
50970,2.280892,2.03994
50972,2.267176,2.051729
50974,2.265545,2.046924
50976,2.280098,2.049012
50978,2.275481,2.057924
50980,2.282499,2.067009
50982,2.275003,2.06353
50984,2.281924,2.059972
50986,2.269186,2.056538
50988,2.271268,2.05251
50990,2.274858,2.051624
50992,2.279412,2.057841
50994,2.282562,2.060236
50996,2.283152,2.056275
50998,2.281545,2.056088
51000,2.284139,2.067507
51002,2.284494,2.052836
51004,2.279269,2.053589
51006,2.278732,2.054244
51008,2.284173,2.053393
51010,2.286219,2.052767
51012,2.277503,2.044375
51014,2.278116,2.049715
51016,2.276214,2.056598
51018,2.278583,2.05447
51020,2.282916,2.053088
51022,2.291139,2.039889
51024,2.298278,2.047559
51026,2.293003,2.041986
51028,2.284125,2.040993
51030,2.281439,2.037032
51032,2.272945,2.0333
51034,2.277215,2.035185
51036,2.28211,2.028422
51038,2.288999,2.039342
51040,2.291849,2.038402
51042,2.28705,2.03264
51044,2.289251,2.042579
51046,2.296921,2.040228
51048,2.303143,2.042434
51050,2.303733,2.048668
51052,2.294634,2.047108
51054,2.297757,2.037472
51056,2.302331,2.036044
51058,2.284067,2.047842
51060,2.272281,2.048742
51062,2.264567,2.043148
51064,2.271205,2.04494
51066,2.271405,2.041963
51068,2.267456,2.044942
51070,2.267588,2.033844
51072,2.260058,2.037268
51074,2.259497,2.038268
51076,2.254765,2.048625
51078,2.26336,2.055767
51080,2.26274,2.049406
51082,2.268887,2.058628
51084,2.266212,2.050982
51086,2.256495,2.035565
51088,2.256718,2.033471
51090,2.261159,2.039782
51092,2.259684,2.046812
51094,2.262717,2.041339
51096,2.266851,2.04391
51098,2.267864,2.056224
51100,2.277627,2.046962
51102,2.277678,2.052739
51104,2.275717,2.054201
51106,2.272299,2.044429
51108,2.258587,2.04331
51110,2.267651,2.054881
51112,2.268193,2.047535
51114,2.259823,2.04211
51116,2.251567,2.044005
51118,2.260155,2.04447
51120,2.254989,2.053224
51122,2.243565,2.051231
51124,2.247244,2.045009
51126,2.251122,2.0437
51128,2.244602,2.039451
51130,2.24039,2.049113
51132,2.234736,2.05101
51134,2.241438,2.053561
51136,2.238462,2.050241
51138,2.242087,2.055186
51140,2.235174,2.049802
51142,2.239669,2.045989
51144,2.233555,2.048979
51146,2.232149,2.04893
51148,2.230006,2.050854
51150,2.242463,2.053202
51152,2.246477,2.056233
51154,2.253558,2.059921
51156,2.241507,2.055799
51158,2.253122,2.055544
51160,2.259964,2.046809
51162,2.25343,2.05165
51164,2.266222,2.04778
51166,2.266061,2.047767
51168,2.270869,2.053707
51170,2.278985,2.054998
51172,2.271473,2.056569
51174,2.266114,2.049652
51176,2.267726,2.061198
51178,2.260365,2.057392
51180,2.275783,2.060775
51182,2.277479,2.059662
51184,2.276567,2.054897
51186,2.259434,2.044603
51188,2.262295,2.04998
51190,2.258439,2.047671
51192,2.272213,2.044944
51194,2.276933,2.049087
51196,2.273904,2.047406
51198,2.272635,2.039186
51200,2.269376,2.048121
51202,2.282695,2.048646
51204,2.270898,2.052141
51206,2.275341,2.055375
51208,2.264716,2.04993
51210,2.257386,2.05222
51212,2.268888,2.048831
51214,2.263975,2.058119
51216,2.264826,2.055704
51218,2.282558,2.056058
51220,2.271051,2.055997
51222,2.277303,2.059587
51224,2.277739,2.050003
51226,2.280621,2.055497
51228,2.263638,2.05141
51230,2.282628,2.053699
51232,2.289939,2.048232
51234,2.285638,2.043405
51236,2.29352,2.046313
51238,2.289544,2.049402
51240,2.288254,2.054084
51242,2.292506,2.056688
51244,2.286027,2.062114
51246,2.284845,2.053217
51248,2.287186,2.049084
51250,2.278138,2.05076
51252,2.270466,2.047583
51254,2.266581,2.053015
51256,2.272822,2.050548
51258,2.273055,2.051962
51260,2.28115,2.054381
51262,2.273743,2.060167
51264,2.270988,2.052881
51266,2.269406,2.059537
51268,2.269117,2.056645
51270,2.265866,2.049088
51272,2.257057,2.055912
51274,2.259305,2.056273
51276,2.259957,2.05289
51278,2.259351,2.04877
51280,2.262916,2.053349
51282,2.263549,2.056411
51284,2.265287,2.059063
51286,2.261452,2.050561
51288,2.258381,2.058367
51290,2.250929,2.060188
51292,2.258425,2.073866
51294,2.263232,2.065365
51296,2.255137,2.064217
51298,2.257562,2.062246
51300,2.252929,2.057627
51302,2.249,2.063569
51304,2.262732,2.06199
51306,2.266056,2.054032
51308,2.26292,2.064988
51310,2.257609,2.070694
51312,2.251322,2.068315
51314,2.245807,2.050771
51316,2.24938,2.059085
51318,2.252595,2.058007
51320,2.258724,2.04708
51322,2.248388,2.06346
51324,2.259109,2.060768
51326,2.251498,2.064198
51328,2.260366,2.058547
51330,2.251361,2.066165
51332,2.247862,2.064878
51334,2.247133,2.061417
51336,2.259882,2.059111
51338,2.251664,2.055546
51340,2.259127,2.060953
51342,2.269998,2.061487
51344,2.27915,2.061837
51346,2.269382,2.071434
51348,2.277747,2.06349
51350,2.284281,2.064683
51352,2.264376,2.064452
51354,2.272909,2.062778
51356,2.267887,2.061886
51358,2.266813,2.06375
51360,2.261421,2.07389
51362,2.262904,2.066752
51364,2.2613,2.078475
51366,2.256402,2.064748
51368,2.254298,2.057823
51370,2.251565,2.07632
51372,2.259969,2.080992
51374,2.252071,2.079776
51376,2.254482,2.089984
51378,2.266077,2.09585
51380,2.262487,2.089531
51382,2.272594,2.080104
51384,2.27024,2.092786
51386,2.276897,2.091434
51388,2.27782,2.084816
51390,2.28964,2.083384
51392,2.272408,2.078782
51394,2.275124,2.075792
51396,2.278292,2.075083
51398,2.284976,2.071095
51400,2.284508,2.065329
51402,2.280149,2.06477
51404,2.29107,2.074006
51406,2.293544,2.066895
51408,2.281914,2.055038
51410,2.288471,2.057946
51412,2.28743,2.061696
51414,2.279291,2.060921
51416,2.277409,2.060792
51418,2.274999,2.061084
51420,2.273526,2.055949
51422,2.264256,2.056809
51424,2.266494,2.060041
51426,2.274731,2.05275
51428,2.260967,2.063395
51430,2.263136,2.062433
51432,2.259175,2.058921
51434,2.261752,2.053135
51436,2.268741,2.052186
51438,2.261739,2.054387
51440,2.256637,2.050359
51442,2.260089,2.046335
51444,2.250952,2.053843
51446,2.248682,2.043963
51448,2.248342,2.054045
51450,2.250228,2.051207
51452,2.258425,2.058085
51454,2.245008,2.04989
51456,2.250681,2.045748
51458,2.24924,2.042699
51460,2.249106,2.046615
51462,2.24496,2.040926
51464,2.247259,2.048127
51466,2.241887,2.051023
51468,2.249446,2.049796
51470,2.253702,2.037969
51472,2.258085,2.040195
51474,2.254522,2.037431
51476,2.263486,2.033047
51478,2.259395,2.039234
51480,2.255167,2.042978
51482,2.261055,2.041771
51484,2.250905,2.037712
51486,2.238811,2.050615
51488,2.243861,2.043304
51490,2.245031,2.044047
51492,2.245944,2.043464
51494,2.246448,2.040634
51496,2.246339,2.042329
51498,2.252254,2.044815
51500,2.247036,2.04933
51502,2.244623,2.063009
51504,2.246441,2.05833
51506,2.253892,2.056882
51508,2.26202,2.057318
51510,2.262838,2.065048
51512,2.264853,2.074562
51514,2.273737,2.068706
51516,2.262779,2.068487
51518,2.263775,2.06284
51520,2.272431,2.052739
51522,2.261534,2.057259
51524,2.268107,2.049149
51526,2.274589,2.048872
51528,2.27544,2.057219
51530,2.263957,2.049963
51532,2.279972,2.047049
51534,2.277701,2.049052
51536,2.282922,2.03195
51538,2.271027,2.04759
51540,2.264393,2.048869
51542,2.267212,2.044232
51544,2.268087,2.045823
51546,2.264396,2.054339
51548,2.260795,2.049595
51550,2.259606,2.047277
51552,2.260823,2.042168
51554,2.256747,2.050003
51556,2.266474,2.050294
51558,2.263823,2.054757
51560,2.271971,2.061659
51562,2.268282,2.061062
51564,2.262692,2.058389
51566,2.265129,2.059169
51568,2.249187,2.055737
51570,2.250191,2.054381
51572,2.247729,2.074393
51574,2.257242,2.070401
51576,2.254437,2.071048
51578,2.259421,2.068974
51580,2.248757,2.057681
51582,2.247853,2.06541
51584,2.251041,2.066513
51586,2.244904,2.056983
51588,2.238488,2.053616
51590,2.2325,2.051084
51592,2.238163,2.053768
51594,2.24787,2.053362
51596,2.240695,2.052411
51598,2.238194,2.043993
51600,2.238711,2.055581
51602,2.237526,2.057897
51604,2.239619,2.055351
51606,2.259991,2.050632
51608,2.255658,2.04706
51610,2.247573,2.048724
51612,2.244752,2.047446
51614,2.242046,2.040507
51616,2.248641,2.045566
51618,2.255379,2.044102
51620,2.247992,2.057169
51622,2.258718,2.03581
51624,2.26711,2.039379
51626,2.254706,2.038999
51628,2.269277,2.043947
51630,2.25127,2.039148
51632,2.248672,2.041905
51634,2.260667,2.030694
51636,2.252276,2.030849
51638,2.253275,2.03388
51640,2.249782,2.038536
51642,2.258356,2.04287
51644,2.258179,2.045314
51646,2.261033,2.046018
51648,2.258984,2.052396
51650,2.265336,2.048827
51652,2.256122,2.051962
51654,2.254004,2.051633
51656,2.249749,2.047444
51658,2.257494,2.055557
51660,2.265042,2.059259
51662,2.254777,2.058217
51664,2.243774,2.051944
51666,2.251337,2.053788
51668,2.244526,2.044553
51670,2.245064,2.054981
51672,2.237847,2.053763
51674,2.236068,2.060138
51676,2.232327,2.065767
51678,2.240852,2.054267
51680,2.244616,2.059279
51682,2.246109,2.06478
51684,2.246938,2.049158
51686,2.242798,2.049025
51688,2.245179,2.03768
51690,2.236157,2.037592
51692,2.238797,2.044106
51694,2.238579,2.050653
51696,2.237619,2.048316
51698,2.237039,2.053715
51700,2.240651,2.047225
51702,2.24132,2.041279
51704,2.236816,2.044494
51706,2.236725,2.046722
51708,2.235005,2.036933
51710,2.23657,2.046372
51712,2.246332,2.04973
51714,2.248727,2.047476
51716,2.245773,2.055458
51718,2.247678,2.036307
51720,2.25127,2.036592
51722,2.251245,2.033719
51724,2.254659,2.041646
51726,2.248468,2.036418
51728,2.2521,2.039827
51730,2.246379,2.035421
51732,2.246087,2.036863
51734,2.246324,2.035331
51736,2.250014,2.040068
51738,2.250103,2.036746
51740,2.250818,2.053038
51742,2.243648,2.044532
51744,2.243395,2.043672
51746,2.24095,2.044847
51748,2.235941,2.040212
51750,2.230504,2.053796
51752,2.2232,2.054437
51754,2.223547,2.051607
51756,2.231865,2.058207
51758,2.225761,2.052506
51760,2.234968,2.0404
51762,2.23008,2.048252
51764,2.233695,2.044026
51766,2.238617,2.047678
51768,2.237222,2.044119
51770,2.225572,2.039781
51772,2.231732,2.039868
51774,2.220522,2.052092
51776,2.225555,2.057644
51778,2.230014,2.062343
51780,2.234881,2.06669
51782,2.231859,2.060959
51784,2.227308,2.059798
51786,2.223812,2.059798
51788,2.225378,2.059527
51790,2.233901,2.064356
51792,2.224122,2.057256
51794,2.219579,2.060257
51796,2.211801,2.0661
51798,2.230122,2.05792
51800,2.2221,2.052623
51802,2.229543,2.055554
51804,2.223258,2.056316
51806,2.220484,2.047527
51808,2.215822,2.053381
51810,2.209831,2.057688
51812,2.215311,2.045331
51814,2.213681,2.051638
51816,2.21965,2.056371
51818,2.222963,2.058967
51820,2.232799,2.057702
51822,2.226275,2.057815
51824,2.235667,2.06657
51826,2.231411,2.059512
51828,2.235966,2.052347
51830,2.229,2.057928
51832,2.232526,2.058172
51834,2.22636,2.059884
51836,2.230112,2.056389
51838,2.220673,2.056226
51840,2.228829,2.062589
51842,2.222058,2.06667
51844,2.228728,2.052707
51846,2.237392,2.055432
51848,2.2414,2.055082
51850,2.234335,2.057901
51852,2.22458,2.056767
51854,2.226937,2.050678
51856,2.226178,2.042487
51858,2.244977,2.044228
51860,2.235708,2.054497
51862,2.230302,2.051156
51864,2.22812,2.056829
51866,2.230064,2.056103
51868,2.234011,2.057344
51870,2.231479,2.059244
51872,2.226418,2.057448
51874,2.228755,2.057491
51876,2.22449,2.049786
51878,2.229889,2.053473
51880,2.226044,2.058843
51882,2.227419,2.060692
51884,2.211797,2.05243
51886,2.209643,2.055986
51888,2.207151,2.04794
51890,2.215619,2.054678
51892,2.219356,2.061628
51894,2.221399,2.062129
51896,2.222618,2.062718
51898,2.231452,2.059514
51900,2.224832,2.053383
51902,2.225167,2.060901
51904,2.21908,2.063628
51906,2.220554,2.06596
51908,2.238982,2.057641
51910,2.231153,2.049806
51912,2.231592,2.051919
51914,2.238706,2.055508
51916,2.246125,2.052563
51918,2.234233,2.050991
51920,2.227264,2.046668
51922,2.22676,2.04812
51924,2.228251,2.046083
51926,2.232096,2.049041
51928,2.236649,2.050552
51930,2.229785,2.050324
51932,2.228626,2.045664
51934,2.231009,2.049287
51936,2.226503,2.037959
51938,2.240399,2.032275
51940,2.241737,2.035358
51942,2.231749,2.041806
51944,2.234664,2.03859
51946,2.236847,2.042265
51948,2.233009,2.038835
51950,2.242913,2.054741
51952,2.240804,2.063521
51954,2.248213,2.060582
51956,2.241557,2.063038
51958,2.237209,2.049777
51960,2.240937,2.046951
51962,2.237964,2.051328
51964,2.240153,2.054265
51966,2.229716,2.053512
51968,2.221188,2.051681
51970,2.234086,2.053634
51972,2.223681,2.061694
51974,2.230689,2.059465
51976,2.233716,2.069559
51978,2.242908,2.052634
51980,2.24032,2.062941
51982,2.242494,2.067792
51984,2.234129,2.068214
51986,2.234491,2.064127
51988,2.235022,2.064836
51990,2.239028,2.069482
51992,2.237664,2.064029
51994,2.222839,2.065674
51996,2.229215,2.064854
51998,2.226219,2.072822
52000,2.221867,2.070907
52002,2.223289,2.063541
52004,2.23604,2.073005
52006,2.231921,2.065072
52008,2.237311,2.064354
52010,2.237815,2.058487
52012,2.238369,2.066857
52014,2.240015,2.05936
52016,2.241944,2.066468
52018,2.233707,2.071352
52020,2.23802,2.065982
52022,2.232936,2.068395
52024,2.228522,2.05622
52026,2.239743,2.051754
52028,2.236562,2.053374
52030,2.235281,2.05724
52032,2.234995,2.060749
52034,2.227139,2.070607
52036,2.223172,2.061584
52038,2.221368,2.070009
52040,2.223172,2.063185
52042,2.222828,2.060484
52044,2.222468,2.060041
52046,2.230345,2.052845
52048,2.232035,2.053714
52050,2.238514,2.05817
52052,2.245389,2.05299
52054,2.247545,2.053641
52056,2.252986,2.061091
52058,2.240281,2.071864
52060,2.230919,2.068338
52062,2.233676,2.062885
52064,2.232877,2.061692
52066,2.230762,2.058568
52068,2.240498,2.059104
52070,2.24495,2.067085
52072,2.254031,2.055416
52074,2.258139,2.057194
52076,2.25927,2.069101
52078,2.252131,2.079523
52080,2.243545,2.071898
52082,2.239557,2.068362
52084,2.239065,2.073043
52086,2.234183,2.084753
52088,2.238539,2.060427
52090,2.238517,2.055509
52092,2.236879,2.071372
52094,2.249167,2.065423
52096,2.24846,2.071596
52098,2.252011,2.074657
52100,2.24306,2.077141
52102,2.242204,2.077594
52104,2.231788,2.071471
52106,2.238118,2.070199
52108,2.245902,2.07392
52110,2.235807,2.076201
52112,2.23664,2.070348
52114,2.239513,2.071795
52116,2.244612,2.073555
52118,2.245077,2.070704
52120,2.23951,2.083769
52122,2.228388,2.078957
52124,2.226803,2.076464
52126,2.240022,2.078806
52128,2.232929,2.077576
52130,2.23089,2.079888
52132,2.242147,2.074991
52134,2.233407,2.061451
52136,2.246031,2.064143
52138,2.237642,2.052111
52140,2.232574,2.062285
52142,2.234586,2.058067
52144,2.225729,2.057523
52146,2.227902,2.065944
52148,2.224339,2.068156
52150,2.242204,2.066868
52152,2.249938,2.064035
52154,2.245966,2.068082
52156,2.245429,2.067559
52158,2.244361,2.063633
52160,2.246762,2.063067
52162,2.25145,2.065917
52164,2.257029,2.061002
52166,2.242922,2.073204
52168,2.244324,2.079346
52170,2.252028,2.081377
52172,2.254895,2.084946
52174,2.263724,2.083568
52176,2.257787,2.076561
52178,2.256012,2.079676
52180,2.252938,2.074729
52182,2.247709,2.066168
52184,2.253311,2.070132
52186,2.249928,2.06333
52188,2.257781,2.061631
52190,2.258191,2.058009
52192,2.249617,2.053073
52194,2.246656,2.054891
52196,2.249659,2.058938
52198,2.246628,2.060041
52200,2.24412,2.05902
52202,2.240924,2.063283
52204,2.238279,2.065115
52206,2.245299,2.066031
52208,2.243683,2.059168
52210,2.246508,2.052613
52212,2.240402,2.052289
52214,2.252368,2.064274
52216,2.240319,2.058352
52218,2.251726,2.061547
52220,2.256517,2.06
52222,2.261905,2.059766
52224,2.253967,2.055321
52226,2.253649,2.053215
52228,2.251586,2.053128
52230,2.248913,2.056578
52232,2.252701,2.068116
52234,2.257058,2.064694
52236,2.262965,2.064527
52238,2.252594,2.058446
52240,2.248972,2.064246
52242,2.248751,2.065172
52244,2.248267,2.066938
52246,2.248233,2.064957
52248,2.240279,2.062355
52250,2.257112,2.067239
52252,2.261843,2.058626
52254,2.257852,2.056605
52256,2.255387,2.054175
52258,2.265275,2.066932
52260,2.255522,2.072516
52262,2.264143,2.076417
52264,2.281834,2.064514
52266,2.267869,2.064753
52268,2.267816,2.06141
52270,2.272999,2.06436
52272,2.272368,2.054845
52274,2.255111,2.05513
52276,2.258695,2.052648
52278,2.257452,2.055228
52280,2.262459,2.044585
52282,2.251312,2.049787
52284,2.256577,2.056515
52286,2.244312,2.060432
52288,2.257105,2.052253
52290,2.244837,2.059655
52292,2.241529,2.058944
52294,2.238241,2.067884
52296,2.234557,2.062229
52298,2.238407,2.061279
52300,2.243459,2.067384
52302,2.252333,2.06432
52304,2.251956,2.060852
52306,2.261888,2.071365
52308,2.26597,2.074974
52310,2.273844,2.073352
52312,2.270499,2.072351
52314,2.2766,2.063375
52316,2.265053,2.070902
52318,2.267503,2.06813
52320,2.270385,2.051585
52322,2.274743,2.061627
52324,2.276632,2.057795
52326,2.283303,2.069753
52328,2.278677,2.063216
52330,2.285336,2.06002
52332,2.294117,2.058348
52334,2.282619,2.058828
52336,2.283689,2.057306
52338,2.272596,2.068278
52340,2.271104,2.060004
52342,2.256942,2.060423
52344,2.265372,2.0652
52346,2.263712,2.070218
52348,2.272431,2.072342
52350,2.271479,2.080427
52352,2.277463,2.071917
52354,2.276304,2.066429
52356,2.26443,2.064018
52358,2.260132,2.065233
52360,2.254389,2.05914
52362,2.267648,2.052058
52364,2.283336,2.047872
52366,2.280284,2.051762
52368,2.267857,2.055789
52370,2.2651,2.060924
52372,2.265775,2.067587
52374,2.258948,2.065893
52376,2.255782,2.058779
52378,2.247992,2.056203
52380,2.249199,2.062672
52382,2.255156,2.058634
52384,2.258096,2.056334
52386,2.272418,2.056084
52388,2.265834,2.059077
52390,2.279617,2.068163
52392,2.277385,2.076647
52394,2.278647,2.070863
52396,2.284543,2.074472
52398,2.286024,2.067714
52400,2.286171,2.068847
52402,2.279203,2.070852
52404,2.287581,2.063455
52406,2.288664,2.062785
52408,2.291101,2.060382
52410,2.297484,2.063709
52412,2.300877,2.056319
52414,2.303859,2.064031
52416,2.289734,2.067476
52418,2.298548,2.066806
52420,2.279521,2.066957
52422,2.285491,2.059862
52424,2.284692,2.059439
52426,2.268739,2.053719
52428,2.266715,2.05934
52430,2.278047,2.055857
52432,2.287853,2.056753
52434,2.28868,2.060657
52436,2.271641,2.054317
52438,2.260737,2.055204
52440,2.252253,2.055288
52442,2.260273,2.059126
52444,2.262959,2.063304
52446,2.257507,2.058682
52448,2.260488,2.0596
52450,2.253395,2.06482
52452,2.255149,2.057551
52454,2.24249,2.055724
52456,2.236679,2.059625
52458,2.234038,2.063652
52460,2.242025,2.061087
52462,2.239899,2.057037
52464,2.239761,2.060978
52466,2.250803,2.061067
52468,2.254379,2.06134
52470,2.24395,2.066084
52472,2.246985,2.066848
52474,2.249961,2.067138
52476,2.262566,2.060379
52478,2.262967,2.067082
52480,2.261584,2.073627
52482,2.257419,2.071506
52484,2.246489,2.063946
