Time (ps),Quercetin-FN1,pQ3RU-FN1
9782,2.171241,2.176478
9784,2.177948,2.163843
9786,2.182369,2.168184
9788,2.190325,2.167424
9790,2.18279,2.168473
9792,2.185783,2.165947
9794,2.1854,2.174374
9796,2.191532,2.181309
9798,2.180918,2.192761
9800,2.180431,2.188341
9802,2.177948,2.183737
9804,2.17521,2.18084
9806,2.18405,2.179537
9808,2.183508,2.1784
9810,2.182146,2.169188
9812,2.181078,2.18564
9814,2.173609,2.169232
9816,2.170531,2.167287
9818,2.177012,2.170278
9820,2.17656,2.169185
9822,2.179111,2.174425
9824,2.186703,2.184515
9826,2.189573,2.174818
9828,2.187564,2.186046
9830,2.186669,2.183102
9832,2.197516,2.179646
9834,2.197882,2.181814
9836,2.197066,2.179873
9838,2.180727,2.183421
9840,2.179466,2.191373
9842,2.183046,2.17711
9844,2.190074,2.172812
9846,2.199825,2.180663
9848,2.206895,2.170537
9850,2.200996,2.165647
9852,2.196538,2.158818
9854,2.197245,2.167301
9856,2.191001,2.169196
9858,2.185224,2.170496
9860,2.190585,2.179083
9862,2.192054,2.18524
9864,2.183641,2.174752
9866,2.192862,2.175217
9868,2.202352,2.174406
9870,2.214195,2.187359
9872,2.216371,2.18983
9874,2.216953,2.195686
9876,2.20857,2.187554
9878,2.204707,2.187463
9880,2.201885,2.191757
9882,2.203908,2.188165
9884,2.191008,2.205338
9886,2.196605,2.203193
9888,2.187287,2.204761
9890,2.187966,2.194015
9892,2.187171,2.18652
9894,2.185894,2.194429
9896,2.180584,2.19908
9898,2.182309,2.192376
9900,2.19348,2.190212
9902,2.187452,2.191803
9904,2.18989,2.185291
9906,2.197058,2.194686
9908,2.192623,2.192021
9910,2.18635,2.192894
9912,2.180986,2.190854
9914,2.186408,2.194053
9916,2.187244,2.186568
9918,2.187751,2.201385
9920,2.176381,2.196234
9922,2.177904,2.185799
9924,2.190919,2.182929
9926,2.179225,2.190337
9928,2.18114,2.193563
9930,2.175376,2.181659
9932,2.171071,2.183303
9934,2.184135,2.176891
9936,2.178502,2.184457
9938,2.175743,2.176978
9940,2.178686,2.177901
9942,2.170674,2.174687
9944,2.180153,2.197094
9946,2.188561,2.198099
9948,2.174327,2.175801
9950,2.190399,2.175521
9952,2.197833,2.167109
9954,2.198707,2.171346
9956,2.188442,2.177452
9958,2.19525,2.182166
9960,2.192656,2.178249
9962,2.198376,2.177019
9964,2.20812,2.178692
9966,2.209802,2.17896
9968,2.19599,2.182152
9970,2.198367,2.186249
9972,2.17954,2.185655
9974,2.177505,2.179788
9976,2.168629,2.17313
9978,2.175423,2.182086
9980,2.179665,2.177257
9982,2.17905,2.169843
9984,2.17693,2.170371
9986,2.17282,2.172265
9988,2.1705,2.168254
9990,2.171068,2.172878
9992,2.181519,2.159726
9994,2.174282,2.159937
9996,2.182779,2.159951
9998,2.188043,2.170579
10000,2.176187,2.168817
10002,2.17122,2.165338
10004,2.167267,2.167653
10006,2.170352,2.164846
10008,2.172552,2.166276
10010,2.17483,2.160341
10012,2.175138,2.169957
10014,2.179359,2.165654
10016,2.172067,2.173733
10018,2.179441,2.170743
10020,2.169122,2.168501
10022,2.152198,2.163786
10024,2.155569,2.172002
10026,2.164013,2.162355
10028,2.159631,2.162344
10030,2.157334,2.157102
10032,2.154652,2.17013
10034,2.155809,2.162568
10036,2.158023,2.164942
10038,2.161374,2.169632
10040,2.153258,2.170756
10042,2.166963,2.176372
10044,2.154017,2.175374
10046,2.168657,2.171383
10048,2.179712,2.16754
10050,2.174729,2.172082
10052,2.181956,2.178407
10054,2.177795,2.174367
10056,2.175971,2.18302
10058,2.172641,2.17237
10060,2.16596,2.183141
10062,2.170407,2.183702
10064,2.172604,2.172801
10066,2.169439,2.171967
10068,2.175602,2.176297
10070,2.181992,2.164973
10072,2.183163,2.166056
10074,2.180852,2.176059
10076,2.178407,2.168617
10078,2.185224,2.183244
10080,2.179492,2.169732
10082,2.186593,2.160468
10084,2.171672,2.162716
10086,2.174608,2.1552
10088,2.179524,2.157102
10090,2.173403,2.165071
10092,2.195715,2.160279
10094,2.194816,2.158405
10096,2.194779,2.15741
10098,2.189041,2.156091
10100,2.182551,2.163119
10102,2.18042,2.162567
10104,2.188346,2.160084
10106,2.189236,2.161853
10108,2.200014,2.147949
10110,2.193728,2.160142
10112,2.185465,2.156421
10114,2.199063,2.158989
10116,2.201859,2.15137
10118,2.188456,2.157534
10120,2.198177,2.150856
10122,2.198437,2.150281
10124,2.20397,2.154355
10126,2.203897,2.148413
10128,2.204115,2.151598
10130,2.215009,2.149704
10132,2.213185,2.162775
10134,2.214099,2.16916
10136,2.20776,2.157231
10138,2.205717,2.152531
10140,2.211236,2.157617
10142,2.219306,2.161425
10144,2.217661,2.16065
10146,2.208743,2.154377
10148,2.214437,2.160865
10150,2.201076,2.162659
10152,2.199818,2.159343
10154,2.209969,2.156019
10156,2.214289,2.15708
10158,2.208104,2.169922
10160,2.204825,2.160432
10162,2.216141,2.159425
10164,2.216652,2.157903
10166,2.21533,2.168751
10168,2.210219,2.17064
10170,2.216786,2.177314
10172,2.217972,2.175008
10174,2.204031,2.167376
10176,2.214837,2.175003
10178,2.215503,2.169405
10180,2.214096,2.174105
10182,2.215515,2.184079
10184,2.210278,2.182657
10186,2.210204,2.167079
10188,2.21081,2.1762
10190,2.20253,2.166402
10192,2.192694,2.170946
10194,2.202454,2.158334
10196,2.206425,2.158112
10198,2.215491,2.171025
10200,2.216492,2.167662
10202,2.204169,2.181229
10204,2.20202,2.168788
10206,2.20758,2.160693
10208,2.206028,2.173645
10210,2.215341,2.179344
10212,2.194019,2.176625
10214,2.197828,2.179325
10216,2.200844,2.180015
10218,2.195613,2.183849
10220,2.208217,2.179606
10222,2.206334,2.170137
10224,2.204647,2.168527
10226,2.203143,2.176837
10228,2.207349,2.185669
10230,2.198569,2.172635
10232,2.216641,2.172263
10234,2.197753,2.180288
10236,2.207798,2.168811
10238,2.207914,2.16312
10240,2.202328,2.151573
10242,2.195062,2.156111
10244,2.202947,2.14371
10246,2.193849,2.151335
10248,2.197245,2.14127
10250,2.202648,2.151477
10252,2.201867,2.156315
10254,2.183101,2.158656
10256,2.188537,2.160838
10258,2.193524,2.165846
10260,2.188515,2.156497
10262,2.201756,2.138544
10264,2.196864,2.155524
10266,2.196548,2.144576
10268,2.201004,2.14291
10270,2.194994,2.148553
10272,2.202097,2.14954
10274,2.197579,2.152134
10276,2.199604,2.145641
10278,2.212603,2.143081
10280,2.208659,2.150942
10282,2.20926,2.148282
10284,2.20991,2.157605
10286,2.219649,2.143953
10288,2.220693,2.146087
10290,2.215177,2.161705
10292,2.216262,2.153339
10294,2.223139,2.157767
10296,2.216574,2.162502
10298,2.21946,2.166163
10300,2.22651,2.154121
10302,2.226188,2.157374
10304,2.221215,2.154722
10306,2.227005,2.156997
10308,2.224996,2.149741
10310,2.226528,2.151729
10312,2.227421,2.161377
10314,2.218609,2.160294
10316,2.217691,2.153003
10318,2.216095,2.157708
10320,2.221412,2.142896
10322,2.221738,2.152575
10324,2.218867,2.15057
10326,2.223565,2.159765
10328,2.2181,2.159627
10330,2.215546,2.165254
10332,2.210909,2.164029
10334,2.205444,2.157212
10336,2.211967,2.167397
10338,2.206318,2.151565
10340,2.213636,2.150988
10342,2.213559,2.152323
10344,2.216554,2.159361
10346,2.219672,2.158507
10348,2.215747,2.155761
10350,2.222213,2.159153
10352,2.210003,2.163439
10354,2.210014,2.163771
10356,2.212337,2.157206
10358,2.217834,2.160293
10360,2.228993,2.167527
10362,2.226204,2.166722
10364,2.221132,2.176247
10366,2.205547,2.186616
10368,2.21092,2.190708
10370,2.213135,2.203325
10372,2.211997,2.197454
10374,2.218872,2.187268
10376,2.207336,2.180685
10378,2.208482,2.179536
10380,2.205895,2.180575
10382,2.198699,2.187877
10384,2.203107,2.197986
10386,2.213481,2.192917
10388,2.217052,2.193614
10390,2.224308,2.197925
10392,2.222206,2.195064
10394,2.221969,2.182135
10396,2.221468,2.17921
10398,2.215227,2.164665
10400,2.221521,2.159314
10402,2.218448,2.155926
10404,2.221868,2.152865
10406,2.222288,2.164747
10408,2.215743,2.164768
10410,2.219089,2.170596
10412,2.217598,2.166574
10414,2.205048,2.169175
10416,2.207194,2.176088
10418,2.221078,2.175106
10420,2.223713,2.178083
10422,2.227645,2.170091
10424,2.224193,2.169198
10426,2.218882,2.176063
10428,2.212631,2.163306
10430,2.220146,2.156269
10432,2.218768,2.156626
10434,2.218425,2.160681
10436,2.213517,2.165112
10438,2.230332,2.159075
10440,2.229026,2.155476
10442,2.225693,2.168522
10444,2.220012,2.181364
10446,2.227694,2.171214
10448,2.220814,2.16771
10450,2.213908,2.169553
10452,2.209604,2.171448
10454,2.206689,2.167689
10456,2.211528,2.178869
10458,2.217156,2.163315
10460,2.20582,2.158239
10462,2.205002,2.168596
10464,2.204057,2.165928
10466,2.201081,2.160209
10468,2.19618,2.154615
10470,2.196905,2.150262
10472,2.204839,2.154188
10474,2.210036,2.149503
10476,2.205637,2.160667
10478,2.199502,2.164059
10480,2.1998,2.179326
10482,2.204583,2.16913
10484,2.209472,2.156713
10486,2.205594,2.148813
10488,2.210417,2.144858
10490,2.214506,2.158335
10492,2.207973,2.152555
10494,2.209425,2.156757
10496,2.209497,2.154389
10498,2.215052,2.153421
10500,2.216256,2.153197
10502,2.213651,2.157564
10504,2.21346,2.161189
10506,2.221827,2.155674
10508,2.219489,2.158474
10510,2.222866,2.156082
10512,2.226315,2.160792
10514,2.238853,2.165428
10516,2.247647,2.15811
10518,2.238523,2.156388
10520,2.229491,2.158726
10522,2.230101,2.155855
10524,2.238073,2.159013
10526,2.233162,2.136349
10528,2.23065,2.148535
10530,2.230083,2.139232
10532,2.237023,2.126748
10534,2.23209,2.141123
10536,2.242432,2.141169
10538,2.235806,2.138032
10540,2.237592,2.138981
10542,2.236286,2.144708
10544,2.21764,2.131387
10546,2.221395,2.124582
10548,2.228224,2.127976
10550,2.233949,2.124207
10552,2.231529,2.126098
10554,2.219926,2.126436
10556,2.220387,2.130618
10558,2.223951,2.138734
10560,2.224959,2.135505
10562,2.228391,2.144853
10564,2.229827,2.140961
10566,2.219798,2.140031
10568,2.224263,2.144203
10570,2.220574,2.147058
10572,2.220762,2.142492
10574,2.227507,2.137356
10576,2.227204,2.147494
10578,2.233158,2.150065
10580,2.221786,2.150054
10582,2.220975,2.147407
10584,2.21218,2.134154
10586,2.208579,2.1533
10588,2.217656,2.143293
10590,2.225109,2.144351
10592,2.226557,2.142668
10594,2.224108,2.15085
10596,2.221813,2.15306
10598,2.212492,2.139303
10600,2.217357,2.154552
10602,2.223511,2.155442
10604,2.224679,2.146719
10606,2.218532,2.172457
10608,2.216535,2.164574
10610,2.219401,2.159036
10612,2.227891,2.149539
10614,2.236828,2.145049
10616,2.234814,2.148445
10618,2.233649,2.146749
10620,2.23022,2.149521
10622,2.234669,2.156836
10624,2.233036,2.149467
10626,2.234986,2.148828
10628,2.231575,2.16258
10630,2.235331,2.156838
10632,2.231,2.149863
10634,2.231378,2.139009
10636,2.231836,2.13015
10638,2.238156,2.13603
10640,2.234296,2.141877
10642,2.238379,2.138469
10644,2.244522,2.141637
10646,2.243184,2.131056
10648,2.253345,2.143845
10650,2.236733,2.149057
10652,2.246146,2.147581
10654,2.223847,2.137849
10656,2.218483,2.144969
10658,2.220143,2.156674
10660,2.208294,2.149712
10662,2.210976,2.157846
10664,2.213297,2.14758
10666,2.194999,2.144207
10668,2.207021,2.149683
10670,2.200498,2.147856
10672,2.202423,2.148938
10674,2.199304,2.154741
10676,2.209413,2.154148
10678,2.209542,2.149511
10680,2.209831,2.153535
10682,2.209447,2.150182
10684,2.21235,2.148459
10686,2.203535,2.151727
10688,2.21741,2.149079
10690,2.202483,2.144056
10692,2.199095,2.154509
10694,2.181681,2.137228
10696,2.201827,2.14117
10698,2.191645,2.142739
10700,2.201152,2.143688
10702,2.201307,2.146017
10704,2.190392,2.146464
10706,2.193472,2.140823
10708,2.187085,2.15331
10710,2.199508,2.145949
10712,2.19161,2.158387
10714,2.192664,2.152417
10716,2.193949,2.148746
10718,2.19689,2.148547
10720,2.199104,2.162642
10722,2.199112,2.15567
10724,2.188076,2.144555
10726,2.196016,2.144089
10728,2.196477,2.161117
10730,2.19915,2.147245
10732,2.189091,2.153763
10734,2.183855,2.154761
10736,2.181072,2.148702
10738,2.180476,2.143959
10740,2.173949,2.135405
10742,2.190153,2.139066
10744,2.185664,2.132661
10746,2.177438,2.147949
10748,2.193523,2.143209
10750,2.191676,2.136983
10752,2.189984,2.14402
10754,2.173833,2.142269
10756,2.176551,2.142258
10758,2.176454,2.149749
10760,2.186981,2.148435
10762,2.192677,2.156103
10764,2.192623,2.151172
10766,2.182173,2.150069
10768,2.18069,2.14972
10770,2.18303,2.153684
10772,2.187813,2.152057
10774,2.187665,2.144031
10776,2.188565,2.142869
10778,2.187927,2.151479
10780,2.182667,2.146715
10782,2.194535,2.152325
10784,2.184555,2.156756
10786,2.190195,2.156121
10788,2.202901,2.144992
10790,2.199635,2.154988
10792,2.191216,2.159024
10794,2.197185,2.149837
10796,2.185897,2.14506
10798,2.194726,2.149847
10800,2.192425,2.144228
10802,2.203489,2.141607
10804,2.208953,2.136302
10806,2.203521,2.144298
10808,2.199752,2.148591
10810,2.196605,2.148694
10812,2.193653,2.151681
10814,2.182347,2.146127
10816,2.184201,2.141279
10818,2.183237,2.140447
10820,2.186303,2.143471
10822,2.187831,2.138855
10824,2.191747,2.134067
10826,2.190478,2.135697
10828,2.197931,2.134481
10830,2.206221,2.138246
10832,2.202463,2.146016
10834,2.206261,2.139202
10836,2.202931,2.147027
10838,2.210764,2.152305
10840,2.216821,2.140499
10842,2.215685,2.149885
10844,2.221733,2.154157
10846,2.211934,2.165377
10848,2.215677,2.155232
10850,2.199062,2.158229
10852,2.20581,2.166262
10854,2.211306,2.158357
10856,2.211378,2.158916
10858,2.213773,2.158686
10860,2.229622,2.150017
10862,2.222787,2.151421
10864,2.213028,2.150395
10866,2.221492,2.163283
10868,2.207928,2.156066
10870,2.211703,2.161932
10872,2.211887,2.153327
10874,2.204076,2.158203
10876,2.200445,2.158633
10878,2.206752,2.157377
10880,2.205864,2.168466
10882,2.203686,2.158412
10884,2.204385,2.15824
10886,2.193299,2.162906
10888,2.19502,2.162589
10890,2.185843,2.156839
10892,2.170918,2.150884
10894,2.177462,2.145494
10896,2.1831,2.143774
10898,2.179335,2.139832
10900,2.18428,2.149856
10902,2.187585,2.141449
10904,2.17929,2.158096
10906,2.18943,2.152842
10908,2.196018,2.162529
10910,2.188256,2.151605
10912,2.1919,2.159161
10914,2.195957,2.155511
10916,2.188169,2.14935
10918,2.191028,2.15121
10920,2.178328,2.150416
10922,2.189597,2.151216
10924,2.192718,2.149951
10926,2.190325,2.150746
10928,2.199366,2.165392
10930,2.212279,2.158184
10932,2.2032,2.158356
10934,2.203863,2.155404
10936,2.203032,2.147983
10938,2.193502,2.157866
10940,2.195005,2.181807
10942,2.207911,2.169398
10944,2.206186,2.172975
10946,2.209489,2.166056
10948,2.199874,2.166857
10950,2.20294,2.163445
10952,2.199786,2.155167
10954,2.198153,2.172615
10956,2.187396,2.160738
10958,2.18152,2.155648
10960,2.181343,2.161067
10962,2.173383,2.164705
10964,2.201558,2.145008
10966,2.191648,2.148866
10968,2.191268,2.160644
10970,2.184109,2.15732
10972,2.197151,2.171311
10974,2.177037,2.167556
10976,2.178447,2.168976
10978,2.173724,2.159292
10980,2.175892,2.161138
10982,2.182532,2.172036
10984,2.173337,2.177827
10986,2.171813,2.171278
10988,2.182896,2.174792
10990,2.18153,2.174513
10992,2.185764,2.174558
10994,2.195473,2.176641
10996,2.193021,2.169039
10998,2.204686,2.176979
11000,2.198519,2.175013
11002,2.191515,2.167193
11004,2.189361,2.172175
11006,2.201581,2.187333
11008,2.192597,2.185296
11010,2.192281,2.186334
11012,2.195597,2.19529
11014,2.19628,2.183185
11016,2.189615,2.180082
11018,2.205556,2.178027
11020,2.208164,2.178173
11022,2.202162,2.164274
11024,2.200767,2.158977
11026,2.201423,2.16478
11028,2.208525,2.161666
11030,2.205377,2.167229
11032,2.208649,2.156081
11034,2.208094,2.161522
11036,2.195375,2.163377
11038,2.193459,2.165253
11040,2.185455,2.154496
11042,2.1853,2.166138
11044,2.179974,2.171694
11046,2.185931,2.168952
11048,2.193687,2.162166
11050,2.205001,2.157546
11052,2.195295,2.155488
11054,2.203078,2.1658
11056,2.201504,2.158039
11058,2.191135,2.158644
11060,2.190909,2.160231
11062,2.194311,2.15785
11064,2.188863,2.162221
11066,2.190439,2.152505
11068,2.189905,2.146626
11070,2.196117,2.151099
11072,2.205128,2.151693
11074,2.201729,2.146458
11076,2.199097,2.151819
11078,2.195413,2.158134
11080,2.19817,2.154052
11082,2.1906,2.146137
11084,2.192719,2.1471
11086,2.195537,2.156832
11088,2.190243,2.143136
11090,2.206676,2.141153
11092,2.207338,2.145299
11094,2.196072,2.150479
11096,2.206941,2.150583
11098,2.19949,2.141653
11100,2.198801,2.150191
11102,2.200485,2.150132
11104,2.203981,2.146925
11106,2.198374,2.143032
11108,2.203164,2.145293
11110,2.190676,2.137557
11112,2.189428,2.14346
11114,2.190513,2.150548
11116,2.182351,2.147037
11118,2.192202,2.151052
11120,2.176361,2.161757
11122,2.187321,2.164795
11124,2.178127,2.160245
11126,2.166865,2.169512
11128,2.177049,2.166551
11130,2.179466,2.176826
11132,2.18574,2.17074
11134,2.190855,2.180506
11136,2.186339,2.166261
11138,2.182177,2.172274
11140,2.184725,2.153823
11142,2.186121,2.179007
11144,2.179265,2.170939
11146,2.168432,2.164145
11148,2.168786,2.159281
11150,2.189734,2.16679
11152,2.18475,2.167037
11154,2.184473,2.173018
11156,2.194988,2.166456
11158,2.189936,2.176136
11160,2.198873,2.167826
11162,2.186027,2.169697
11164,2.178649,2.171939
11166,2.177603,2.165814
11168,2.179957,2.166657
11170,2.181718,2.156193
11172,2.180212,2.151466
11174,2.17555,2.165099
11176,2.186665,2.174753
11178,2.180142,2.166138
11180,2.177383,2.163434
11182,2.168463,2.165934
11184,2.166036,2.152392
11186,2.175673,2.160593
11188,2.174331,2.167497
11190,2.180774,2.16291
11192,2.170398,2.161056
11194,2.162849,2.164473
11196,2.178613,2.170488
11198,2.18397,2.164723
11200,2.182142,2.161404
11202,2.180607,2.162828
11204,2.192895,2.159827
11206,2.178595,2.167823
11208,2.182639,2.177536
11210,2.18346,2.174139
11212,2.170644,2.162533
11214,2.17881,2.158036
11216,2.170136,2.156143
11218,2.173536,2.167052
11220,2.191404,2.17627
11222,2.181333,2.176023
11224,2.186481,2.174256
11226,2.175197,2.159188
11228,2.181485,2.167693
11230,2.179556,2.170451
11232,2.192052,2.162298
11234,2.188281,2.164848
11236,2.178099,2.16579
11238,2.186968,2.173444
11240,2.194694,2.171928
11242,2.199017,2.170877
11244,2.199653,2.169587
11246,2.195505,2.156793
11248,2.193032,2.169014
11250,2.188658,2.167086
11252,2.181088,2.169746
11254,2.17087,2.175935
11256,2.181616,2.155387
11258,2.196544,2.166295
11260,2.184789,2.156777
11262,2.180445,2.144561
11264,2.187711,2.140245
11266,2.187231,2.134604
11268,2.182956,2.139886
11270,2.187264,2.128878
11272,2.18761,2.140837
11274,2.187383,2.142583
11276,2.183241,2.135986
11278,2.184519,2.139241
11280,2.186542,2.147605
11282,2.19365,2.151359
11284,2.185854,2.145772
11286,2.20254,2.156372
11288,2.209632,2.141646
11290,2.223899,2.142147
11292,2.216943,2.142457
11294,2.209078,2.148676
11296,2.215967,2.145525
11298,2.210827,2.151971
11300,2.217827,2.145228
11302,2.225191,2.146298
11304,2.216662,2.144249
11306,2.216872,2.134101
11308,2.224383,2.135549
11310,2.22472,2.125049
11312,2.237361,2.140273
11314,2.248624,2.140483
11316,2.246961,2.14145
11318,2.243104,2.140918
11320,2.244255,2.150083
11322,2.239937,2.148426
11324,2.238862,2.155538
11326,2.249133,2.158339
11328,2.239503,2.151851
11330,2.23434,2.155077
11332,2.230704,2.141109
11334,2.228426,2.153235
11336,2.232999,2.157534
11338,2.245245,2.165609
11340,2.231363,2.151492
11342,2.222303,2.158349
11344,2.227346,2.155711
11346,2.220147,2.161735
11348,2.231104,2.152368
11350,2.229065,2.152152
11352,2.233926,2.14924
11354,2.23772,2.152533
11356,2.236361,2.175678
11358,2.23908,2.171244
11360,2.224101,2.182363
11362,2.216568,2.176407
11364,2.224122,2.174664
11366,2.217172,2.178831
11368,2.221058,2.167675
11370,2.233177,2.172265
11372,2.224252,2.164225
11374,2.235619,2.16701
11376,2.224914,2.16894
11378,2.210121,2.163793
11380,2.221872,2.164125
11382,2.222404,2.169789
11384,2.228575,2.169034
11386,2.225605,2.172399
11388,2.224025,2.166291
11390,2.21754,2.179035
11392,2.223182,2.173583
11394,2.212455,2.173869
11396,2.219974,2.172411
11398,2.218521,2.169935
11400,2.226565,2.173707
11402,2.221984,2.17314
11404,2.222078,2.180028
11406,2.231555,2.177989
11408,2.235297,2.173368
11410,2.23833,2.181587
11412,2.238692,2.175853
11414,2.245448,2.17691
11416,2.233066,2.171004
11418,2.235095,2.168286
11420,2.235871,2.168602
11422,2.236873,2.161355
11424,2.232662,2.154776
11426,2.241996,2.154085
11428,2.230426,2.154654
11430,2.237734,2.150618
11432,2.236987,2.150645
11434,2.246878,2.15391
11436,2.247612,2.146038
11438,2.246314,2.141877
11440,2.255416,2.151739
11442,2.265513,2.145449
11444,2.255228,2.153849
11446,2.260958,2.152259
11448,2.255735,2.156436
11450,2.240056,2.149139
11452,2.240492,2.148432
11454,2.244807,2.150901
11456,2.2486,2.157377
11458,2.252344,2.156027
11460,2.251056,2.150519
11462,2.261451,2.162725
11464,2.248913,2.15825
11466,2.252179,2.151961
11468,2.238649,2.154446
11470,2.245322,2.15251
11472,2.251187,2.153782
11474,2.248677,2.15561
11476,2.240665,2.155656
11478,2.250187,2.140505
11480,2.242984,2.13737
11482,2.233483,2.138876
11484,2.228043,2.141057
11486,2.230344,2.128859
11488,2.226634,2.129175
11490,2.217833,2.133767
11492,2.218212,2.128052
11494,2.208013,2.136951
11496,2.207903,2.143955
11498,2.210411,2.142996
11500,2.204894,2.146571
11502,2.202792,2.144341
11504,2.21008,2.147964
11506,2.204004,2.149052
11508,2.210014,2.135365
11510,2.200657,2.135158
11512,2.211757,2.135765
11514,2.197709,2.133248
11516,2.210543,2.139518
11518,2.218642,2.126936
11520,2.228729,2.124855
11522,2.223068,2.123113
11524,2.230483,2.129853
11526,2.22842,2.137066
11528,2.230384,2.145054
11530,2.238045,2.156154
11532,2.235611,2.140492
11534,2.235487,2.146842
11536,2.236666,2.136626
11538,2.23845,2.142943
11540,2.241585,2.146299
11542,2.231924,2.128842
11544,2.218161,2.134931
11546,2.230095,2.139987
11548,2.22076,2.144646
11550,2.224585,2.132274
11552,2.219199,2.134538
11554,2.233792,2.135263
11556,2.238515,2.13834
11558,2.235781,2.138527
11560,2.219942,2.13836
11562,2.229638,2.136248
11564,2.226433,2.138247
11566,2.238184,2.12988
11568,2.228032,2.12174
11570,2.215363,2.117347
11572,2.230247,2.11562
11574,2.224806,2.118101
11576,2.225551,2.121364
11578,2.232896,2.117177
11580,2.238582,2.121935
11582,2.242463,2.1252
11584,2.243416,2.127984
11586,2.229522,2.121874
11588,2.229999,2.115548
11590,2.24523,2.124962
11592,2.25401,2.120721
11594,2.250874,2.118819
11596,2.247705,2.126625
11598,2.246977,2.124551
11600,2.245383,2.114395
11602,2.239177,2.110902
11604,2.249649,2.117664
11606,2.248205,2.115738
11608,2.245942,2.110111
11610,2.232232,2.110874
11612,2.239899,2.115002
11614,2.23944,2.118568
11616,2.239551,2.1155
11618,2.240913,2.123602
11620,2.245295,2.118861
11622,2.245428,2.130058
11624,2.232829,2.115581
11626,2.230995,2.1235
11628,2.223486,2.119386
11630,2.231334,2.123653
11632,2.234878,2.132876
11634,2.242094,2.129056
11636,2.246949,2.117307
11638,2.240732,2.129481
11640,2.232446,2.124854
11642,2.230339,2.133164
11644,2.235859,2.128247
11646,2.221936,2.127748
11648,2.224333,2.120927
11650,2.229669,2.1301
11652,2.225783,2.12764
11654,2.229658,2.124773
11656,2.227396,2.115619
11658,2.226854,2.123441
11660,2.228704,2.128762
11662,2.233953,2.131255
11664,2.234635,2.132524
11666,2.227412,2.138365
11668,2.229062,2.136142
11670,2.215396,2.12932
11672,2.209857,2.130776
11674,2.210487,2.139395
11676,2.205148,2.135606
11678,2.20985,2.13656
11680,2.209913,2.131822
11682,2.21253,2.126525
11684,2.21006,2.133483
11686,2.213406,2.141956
11688,2.218726,2.135994
11690,2.216601,2.122469
11692,2.221761,2.125503
11694,2.219093,2.122729
11696,2.229945,2.12545
11698,2.228977,2.129581
11700,2.221478,2.12864
11702,2.219859,2.124278
11704,2.209182,2.120057
11706,2.208212,2.112534
11708,2.210128,2.111009
11710,2.206818,2.107104
11712,2.20154,2.101791
11714,2.203988,2.111204
11716,2.199505,2.110599
11718,2.208057,2.113389
11720,2.205141,2.126517
11722,2.206662,2.130211
11724,2.220689,2.134887
11726,2.210805,2.106908
11728,2.21411,2.11925
11730,2.208646,2.108154
11732,2.213859,2.113713
11734,2.202626,2.10181
11736,2.186151,2.098889
11738,2.196951,2.093709
11740,2.205396,2.097219
11742,2.203651,2.107452
11744,2.207452,2.095859
11746,2.209718,2.098433
11748,2.218868,2.108716
11750,2.22224,2.110635
11752,2.218474,2.105301
11754,2.21694,2.109342
11756,2.215326,2.106852
11758,2.212687,2.11466
11760,2.225146,2.115952
11762,2.226131,2.113131
11764,2.220928,2.122725
11766,2.222757,2.122995
11768,2.225225,2.127981
11770,2.209915,2.130033
11772,2.203915,2.12825
11774,2.193339,2.13761
11776,2.198011,2.125977
11778,2.198713,2.144663
11780,2.199054,2.136909
11782,2.188539,2.138922
11784,2.192544,2.142482
11786,2.210149,2.141705
11788,2.204265,2.149809
11790,2.221801,2.154314
11792,2.211989,2.146172
11794,2.212754,2.142651
11796,2.221156,2.137131
11798,2.218696,2.144384
11800,2.204035,2.141993
11802,2.211341,2.141518
11804,2.217785,2.137728
11806,2.212478,2.134977
11808,2.225498,2.140711
11810,2.21618,2.130803
11812,2.218117,2.13263
11814,2.219658,2.134194
11816,2.209141,2.135442
11818,2.204959,2.135079
11820,2.209765,2.131062
11822,2.213379,2.128634
11824,2.209889,2.129395
11826,2.200673,2.127978
11828,2.209293,2.127621
11830,2.210188,2.120466
11832,2.211812,2.122312
11834,2.216793,2.12552
11836,2.211518,2.124032
11838,2.208609,2.132835
11840,2.205135,2.129017
11842,2.20364,2.127217
11844,2.205525,2.115537
11846,2.20191,2.130598
11848,2.198096,2.130997
11850,2.205393,2.123513
11852,2.197863,2.127012
11854,2.207107,2.13061
11856,2.200476,2.126204
11858,2.205775,2.1336
11860,2.205523,2.13618
11862,2.200279,2.140821
11864,2.209889,2.137971
11866,2.202296,2.140519
11868,2.207959,2.145726
11870,2.209729,2.137988
11872,2.20743,2.12562
11874,2.217901,2.127716
11876,2.213078,2.124368
11878,2.209854,2.120172
11880,2.223257,2.122859
11882,2.216567,2.124594
11884,2.210961,2.124558
11886,2.216935,2.118613
11888,2.225684,2.125559
11890,2.23276,2.138186
11892,2.217201,2.13193
11894,2.226286,2.141935
11896,2.200743,2.138834
11898,2.206577,2.147703
11900,2.19695,2.145896
11902,2.206733,2.133019
11904,2.208296,2.138804
11906,2.204728,2.141802
11908,2.199241,2.139272
11910,2.202266,2.137537
11912,2.203835,2.133686
11914,2.204422,2.137212
11916,2.204274,2.136432
11918,2.21142,2.132192
11920,2.200111,2.128013
11922,2.195798,2.130129
11924,2.177387,2.135594
11926,2.186767,2.132623
11928,2.191936,2.13225
