Time (ns),Quercetin-FN1,pQ3RU-FN1,,,,
,,,0.4943213,,,
,,,0.4906340,,,
,,,0.4809104,,,
,,,0.5060047,,,
,,,0.5087807,,,
,,,0.5110860,,,
,,,0.5122539,,,
,,,0.5115766,,,
,,,0.5173908,,,
,,,0.5209035,,,
,,,0.5233845,,,
,,,0.5175449,,,
,,,0.5132928,,,
,,,0.5191796,,,
,,,0.5221209,,,
,,,0.5237020,,,
,,,0.5300598,,,
,,,0.5271980,,,
,,,0.5341039,,,
,,,0.5157534,,,
,,,0.5180949,,,
,,,0.5212448,,,
,,,0.5121548,,,
,,,0.5009534,,,
,,,0.5002983,,,
,,,0.5057960,,,
,,,0.5051810,,,
,,,0.5099773,,,
,,,0.5093863,,,
,,,0.5042921,,,
,,,0.4931239,,,
,,,0.4972617,,,
,,,0.5012156,,,
,,,0.5108313,,,
,,,0.5053332,,,
,,,0.4957727,,,
,,,0.4827752,,,
,,,0.4921683,,,
,,,0.5004954,,,
,,,0.5087726,,,
,,,0.5040744,,,
,,,0.5032586,,,
,,,0.5054621,,,
,,,0.5180284,,,
,,,0.5000693,,,
,,,0.5153701,,,
,,,0.5042987,,,
,,,0.5098789,,,
,,,0.5091240,,,
,,,0.4918885,,,
,,,0.4885769,,,
,,,0.4953227,,,
,,,0.5017290,,,
,,,0.5107489,,,
,,,0.5135927,,,
,,,0.5147098,,,
,,,0.5019191,,,
,,,0.5130920,,,
,,,0.4997117,,,
,,,0.5029699,,,
,,,0.5082865,,,
,,,0.5041032,,,
,,,0.5120245,,,
,,,0.4978993,,,
,,,0.4930386,,,
,,,0.5016428,,,
,,,0.4821084,,,
,,,0.4991023,,,
,,,0.4946728,,,
,,,0.4931597,,,
,,,0.5019516,,,
,,,0.5132887,,,
,,,0.5123112,,,
,,,0.4955913,,,
,,,0.4957438,,,
,,,0.4921109,,,
,,,0.4934204,,,
,,,0.4872531,,,
,,,0.4809691,,,
,,,0.4768107,,,
,,,0.4755156,,,
,,,0.4820514,,,
,,,0.4785618,,,
,,,0.4922210,,,
,,,0.4946754,,,
,,,0.4845911,,,
,,,0.4837388,,,
,,,0.4867450,,,
,,,0.4796524,,,
,,,0.4810365,,,
,,,0.4812644,,,
,,,0.4922195,,,
,,,0.5012076,,,
,,,0.4978311,,,
,,,0.5066526,,,
,,,0.5166438,,,
,,,0.5110148,,,
,,,0.5047137,,,
,,,0.4991164,,,
,,,0.4910941,,,
,,,0.4918781,,,
,,,0.4974963,,,
,,,0.5050319,,,
,,,0.5015040,,,
,,,0.4960527,,,
,,,0.4984638,,,
,,,0.4851677,,,
,,,0.4937248,,,
,,,0.4870564,,,
,,,0.5004156,,,
,,,0.4931996,,,
,,,0.5056180,,,
,,,0.5001813,,,
,,,0.5156758,,,
,,,0.5298272,,,
,,,0.5122530,,,
,,,0.5000550,,,
,,,0.5042912,,,
,,,0.5062621,,,
,,,0.5166323,,,
,,,0.5218164,,,
,,,0.5311913,,,
,,,0.5289003,,,
,,,0.5469560,,,
,,,0.5533299,,,
,,,0.5483117,,,
,,,0.5531923,,,
,,,0.5421715,,,
,,,0.5350591,,,
,,,0.5379458,,,
,,,0.5459510,,,
,,,0.5612416,,,
,,,0.5686203,,,
,,,0.5613700,,,
,,,0.5630333,,,
,,,0.5527235,,,
,,,0.5552387,,,
,,,0.5553805,,,
,,,0.5641382,,,
,,,0.5688761,,,
,,,0.5695221,,,
,,,0.5850129,,,
,,,0.5859458,,,
,,,0.5659438,,,
,,,0.5549212,,,
,,,0.5543655,,,
,,,0.5434381,,,
,,,0.5574246,,,
,,,0.5530599,,,
,,,0.5489703,,,
,,,0.5381418,,,
,,,0.5354934,,,
,,,0.5334334,,,
,,,0.5387841,,,
,,,0.5398765,,,
,,,0.5440425,,,
,,,0.5402708,,,
,,,0.5476052,,,
,,,0.5504274,,,
,,,0.5388425,,,
,,,0.5338151,,,
,,,0.5238611,,,
,,,0.5222868,,,
,,,0.5372651,,,
,,,0.5340939,,,
,,,0.5316552,,,
,,,0.5212667,,,
,,,0.5241127,,,
,,,0.5235690,,,
,,,0.5160690,,,
,,,0.5149949,,,
,,,0.5021808,,,
,,,0.5012106,,,
,,,0.4962641,,,
,,,0.4885294,,,
,,,0.4906929,,,
,,,0.4863900,,,
,,,0.5082657,,,
,,,0.5109286,,,
,,,0.5056979,,,
,,,0.4957489,,,
,,,0.5054116,,,
,,,0.5065528,,,
,,,0.5106555,,,
,,,0.5087623,,,
,,,0.5251815,,,
,,,0.5150290,,,
,,,0.5207971,,,
,,,0.5304415,,,
,,,0.5360071,,,
,,,0.5461200,,,
,,,0.5376452,,,
,,,0.5313293,,,
,,,0.5255340,,,
,,,0.5226753,,,
,,,0.5263666,,,
,,,0.5324684,,,
,,,0.5194656,,,
,,,0.5145072,,,
,,,0.5174091,,,
,,,0.5168989,,,
,,,0.5089042,,,
,,,0.5097759,,,
,,,0.4971763,,,
,,,0.5112715,,,
,,,0.5051733,,,
,,,0.4923473,,,
,,,0.5020984,,,
,,,0.5079936,,,
,,,0.5069723,,,
,,,0.4985813,,,
,,,0.4968848,,,
,,,0.5036429,,,
,,,0.4991170,,,
,,,0.5066597,,,
,,,0.5021492,,,
,,,0.5109636,,,
,,,0.5142522,,,
,,,0.4975658,,,
,,,0.5104579,,,
,,,0.5060164,,,
,,,0.5157998,,,
,,,0.5088589,,,
,,,0.5237327,,,
,,,0.5199826,,,
,,,0.5199354,,,
,,,0.5234085,,,
,,,0.5212014,,,
,,,0.5060123,,,
,,,0.4996044,,,
,,,0.5057239,,,
,,,0.4950889,,,
,,,0.4963784,,,
,,,0.4853663,,,
,,,0.4858315,,,
,,,0.4975726,,,
,,,0.4996357,,,
,,,0.4955651,,,
,,,0.5019632,,,
,,,0.5073975,,,
,,,0.5229384,,,
,,,0.5303344,,,
,,,0.5381743,,,
,,,0.5363078,,,
,,,0.5286079,,,
,,,0.5223999,,,
,,,0.5183862,,,
,,,0.5294663,,,
,,,0.5293621,,,
,,,0.5323458,,,
,,,0.5316229,,,
,,,0.5301176,,,
,,,0.5177035,,,
,,,0.5159987,,,
,,,0.5212276,,,
,,,0.5219638,,,
,,,0.5123521,,,
,,,0.5055147,,,
,,,0.5072470,,,
,,,0.5231578,,,
,,,0.5241671,,,
,,,0.5141671,,,
,,,0.5077698,,,
,,,0.5249704,,,
,,,0.5360284,,,
,,,0.5447085,,,
,,,0.5293335,,,
,,,0.5267519,,,
,,,0.5290872,,,
,,,0.5241928,,,
,,,0.5272998,,,
,,,0.5016474,,,
,,,0.4938259,,,
,,,0.4974865,,,
,,,0.4967870,,,
,,,0.4959321,,,
,,,0.4890909,,,
,,,0.4865569,,,
,,,0.4863017,,,
,,,0.4877138,,,
,,,0.4991832,,,
,,,0.5113918,,,
,,,0.5093924,,,
,,,0.5140319,,,
,,,0.5235743,,,
,,,0.5267439,,,
,,,0.5148932,,,
,,,0.5192900,,,
,,,0.5187116,,,
,,,0.5077339,,,
,,,0.5192794,,,
,,,0.5114425,,,
,,,0.5203536,,,
,,,0.5183433,,,
,,,0.5093560,,,
,,,0.4918853,,,
,,,0.4779049,,,
,,,0.4858691,,,
,,,0.4987668,,,
,,,0.4929950,,,
,,,0.4995329,,,
,,,0.5107992,,,
,,,0.5162230,,,
,,,0.5127263,,,
,,,0.5125487,,,
,,,0.5148212,,,
,,,0.5150727,,,
,,,0.5034726,,,
,,,0.5013140,,,
,,,0.5034921,,,
,,,0.4993901,,,
,,,0.5076436,,,
,,,0.5164532,,,
,,,0.5172203,,,
,,,0.5144576,,,
,,,0.5007451,,,
,,,0.5017615,,,
,,,0.5289108,,,
,,,0.5389010,,,
,,,0.5462014,,,
,,,0.5565149,,,
,,,0.5654890,,,
,,,0.5584025,,,
,,,0.5545802,,,
,,,0.5444520,,,
,,,0.5421723,,,
,,,0.5350604,,,
,,,0.5324988,,,
,,,0.5309041,,,
,,,0.5254279,,,
,,,0.5147647,,,
,,,0.5063105,,,
,,,0.5071645,,,
,,,0.5272245,,,
,,,0.5351351,,,
,,,0.5209023,,,
,,,0.5277059,,,
,,,0.5297248,,,
,,,0.5206169,,,
,,,0.5291314,,,
,,,0.5111113,,,
,,,0.5089658,,,
,,,0.5189130,,,
,,,0.5191367,,,
,,,0.5154386,,,
,,,0.5052208,,,
,,,0.5143802,,,
,,,0.5190367,,,
,,,0.5194530,,,
,,,0.5294680,,,
,,,0.5208939,,,
,,,0.5213750,,,
,,,0.5342223,,,
,,,0.5347838,,,
,,,0.5507680,,,
,,,0.5485225,,,
,,,0.5368181,,,
,,,0.5250759,,,
,,,0.5268123,,,
,,,0.5150664,,,
,,,0.5081903,,,
,,,0.5212415,,,
,,,0.5370089,,,
,,,0.5565773,,,
,,,0.5661101,,,
,,,0.5657707,,,
,,,0.5734757,,,
,,,0.5660100,,,
,,,0.5771406,,,
,,,0.5716552,,,
,,,0.5615987,,,
,,,0.5485603,,,
,,,0.5545471,,,
,,,0.5680407,,,
,,,0.5695712,,,
,,,0.5656906,,,
,,,0.5685889,,,
,,,0.5572628,,,
,,,0.5553470,,,
,,,0.5525262,,,
,,,0.5526360,,,
,,,0.5312718,,,
,,,0.5391698,,,
,,,0.5297321,,,
,,,0.5292962,,,
,,,0.5336557,,,
,,,0.5280240,,,
,,,0.5192352,,,
,,,0.5316992,,,
,,,0.5285731,,,
,,,0.5304053,,,
,,,0.5361966,,,
,,,0.5488759,,,
,,,0.5376036,,,
,,,0.5349770,,,
,,,0.5242454,,,
,,,0.5232654,,,
,,,0.5233858,,,
,,,0.5172117,,,
,,,0.5277600,,,
,,,0.5261185,,,
,,,0.5267054,,,
,,,0.5177991,,,
,,,0.5161570,,,
,,,0.5174514,,,
,,,0.5239050,,,
,,,0.5397055,,,
,,,0.5417165,,,
,,,0.5450704,,,
,,,0.5416319,,,
,,,0.5306690,,,
,,,0.5290612,,,
,,,0.5308423,,,
,,,0.5244932,,,
,,,0.5266619,,,
,,,0.5220770,,,
,,,0.4945141,,,
,,,0.5022061,,,
,,,0.5004000,,,
,,,0.5007826,,,
,,,0.4950172,,,
,,,0.4867678,,,
,,,0.4811279,,,
,,,0.4782478,,,
,,,0.4941950,,,
,,,0.4909837,,,
,,,0.5018883,,,
,,,0.5010214,,,
,,,0.5025440,,,
,,,0.5003761,,,
,,,0.4999042,,,
,,,0.5026784,,,
,,,0.5173769,,,
,,,0.5076116,,,
,,,0.5048489,,,
,,,0.4896573,,,
,,,0.4873067,,,
,,,0.4992714,,,
,,,0.5064586,,,
,,,0.4944128,,,
,,,0.4893485,,,
,,,0.4835496,,,
,,,0.4678383,,,
,,,0.4876728,,,
,,,0.4716544,,,
,,,0.4783751,,,
,,,0.4850425,,,
,,,0.4937443,,,
,,,0.5053625,,,
,,,0.4878275,,,
,,,0.4829319,,,
,,,0.4931414,,,
,,,0.4910259,,,
,,,0.4871127,,,
,,,0.4902405,,,
,,,0.4982301,,,
,,,0.5059765,,,
,,,0.4939688,,,
,,,0.4966796,,,
,,,0.5040023,,,
,,,0.4928214,,,
,,,0.4887136,,,
,,,0.4858730,,,
,,,0.5085940,,,
,,,0.5013827,,,
,,,0.4918074,,,
,,,0.4938937,,,
,,,0.4751906,,,
,,,0.4750715,,,
,,,0.4686106,,,
,,,0.4711559,,,
,,,0.4755098,,,
,,,0.4620311,,,
,,,0.4680223,,,
,,,0.4646488,,,
,,,0.4481955,,,
,,,0.4569880,,,
,,,0.4595555,,,
,,,0.4504748,,,
,,,0.4421444,,,
,,,0.4501303,,,
,,,0.4582618,,,
,,,0.4548674,,,
,,,0.4657595,,,
,,,0.4626502,,,
,,,0.4624366,,,
,,,0.4500459,,,
,,,0.4482620,,,
,,,0.4543040,,,
,,,0.4722751,,,
,,,0.4839977,,,
,,,0.4900917,,,
,,,0.5062331,,,
,,,0.5062693,,,
,,,0.5039252,,,
,,,0.5092913,,,
,,,0.5039687,,,
,,,0.4995342,,,
,,,0.5101483,,,
,,,0.5182925,,,
,,,0.5064129,,,
,,,0.4935156,,,
,,,0.4822757,,,
,,,0.4791589,,,
,,,0.4865141,,,
,,,0.4912741,,,
,,,0.4929931,,,
,,,0.5044152,,,
,,,0.5034621,,,
,,,0.5005680,,,
,,,0.5115814,,,
,,,0.5130669,,,
,,,0.5082132,,,
,,,0.5035877,,,
,,,0.5015482,,,
,,,0.4973362,,,
,,,0.4877398,,,
,,,0.4954278,,,
,,,0.4888104,,,
,,,0.5044194,,,
,,,0.5010660,,,
,,,0.4992690,,,
,,,0.4987968,,,
,,,0.5057352,,,
,,,0.5011559,,,
,,,0.5015064,,,
,,,0.5090092,,,
,,,0.5117263,,,
,,,0.5198403,,,
,,,0.5209011,,,
,,,0.5157428,,,
,,,0.5203687,,,
,,,0.5229664,,,
,,,0.5265618,,,
,,,0.4970520,,,
,,,0.4918834,,,
,,,0.5098382,,,
,,,0.5156907,,,
,,,0.5115224,,,
,,,0.5102453,,,
,,,0.5130898,,,
,,,0.5081198,,,
,,,0.4969495,,,
,,,0.5051605,,,
,,,0.5037955,,,
,,,0.5105654,,,
,,,0.5168284,,,
,,,0.5190852,,,
,,,0.5083345,,,
,,,0.5055731,,,
,,,0.5118569,,,
,,,0.5181276,,,
,,,0.5160701,,,
,,,0.5042441,,,
,,,0.5016733,,,
,,,0.4958720,,,
,,,0.5075276,,,
,,,0.4928795,,,
,,,0.4899376,,,
,,,0.4994769,,,
,,,0.4958190,,,
,,,0.4966963,,,
,,,0.4879591,,,
,,,0.4790125,,,
,,,0.4913151,,,
,,,0.4876308,,,
,,,0.4913605,,,
,,,0.4820226,,,
,,,0.4871225,,,
,,,0.4839366,,,
,,,0.4801312,,,
,,,0.4592255,,,
,,,0.4468820,,,
,,,0.4546272,,,
,,,0.4453007,,,
,,,0.4537559,,,
,,,0.4657247,,,
,,,0.4653195,,,
,,,0.4666469,,,
,,,0.4729002,,,
,,,0.4807194,,,
,,,0.4776226,,,
,,,0.4830045,,,
,,,0.4657656,,,
,,,0.4555322,,,
,,,0.4578107,,,
,,,0.4640061,,,
,,,0.4691170,,,
,,,0.4641789,,,
,,,0.4574885,,,
,,,0.4609106,,,
,,,0.4640976,,,
,,,0.4723516,,,
,,,0.4807301,,,
,,,0.4841464,,,
,,,0.4728170,,,
,,,0.4790697,,,
,,,0.4581392,,,
,,,0.4563729,,,
,,,0.4540462,,,
,,,0.4474771,,,
,,,0.4399255,,,
,,,0.4410267,,,
,,,0.4482706,,,
,,,0.4511735,,,
,,,0.4466960,,,
,,,0.4399045,,,
,,,0.4450182,,,
,,,0.4445151,,,
,,,0.4383064,,,
,,,0.4427145,,,
,,,0.4399317,,,
,,,0.4451591,,,
,,,0.4612994,,,
,,,0.4669237,,,
,,,0.4665048,,,
,,,0.4653319,,,
,,,0.4684408,,,
,,,0.4629811,,,
,,,0.4615615,,,
,,,0.4587111,,,
,,,0.4604678,,,
,,,0.4683583,,,
,,,0.4648585,,,
,,,0.4673865,,,
,,,0.4852072,,,
,,,0.4864142,,,
,,,0.4934058,,,
,,,0.4923791,,,
,,,0.4977502,,,
,,,0.4998504,,,
,,,0.5099921,,,
,,,0.5153939,,,
,,,0.5189586,,,
,,,0.5200378,,,
,,,0.5185016,,,
,,,0.5277969,,,
,,,0.5179167,,,
,,,0.5294794,,,
,,,0.5150146,,,
,,,0.5237607,,,
,,,0.5295855,,,
,,,0.5374992,,,
,,,0.5321084,,,
,,,0.5275971,,,
,,,0.5440668,,,
,,,0.5336926,,,
,,,0.5238221,,,
,,,0.5188800,,,
,,,0.5148950,,,
,,,0.5328503,,,
,,,0.5338627,,,
,,,0.5329877,,,
,,,0.5218012,,,
,,,0.5237383,,,
,,,0.5368660,,,
,,,0.5542724,,,
,,,0.5443905,,,
,,,0.5386090,,,
,,,0.5367590,,,
,,,0.5195349,,,
,,,0.5257070,,,
,,,0.5345502,,,
,,,0.5387309,,,
,,,0.5450662,,,
,,,0.5501003,,,
,,,0.5498245,,,
,,,0.5561690,,,
,,,0.5624340,,,
,,,0.5682566,,,
,,,0.5662227,,,
,,,0.5725228,,,
,,,0.5715342,,,
,,,0.5722772,,,
,,,0.5614172,,,
,,,0.5752553,,,
,,,0.5682226,,,
,,,0.5656667,,,
,,,0.5625398,,,
,,,0.5515159,,,
,,,0.5607941,,,
,,,0.5709843,,,
,,,0.5708388,,,
,,,0.5685346,,,
,,,0.5697416,,,
,,,0.5581466,,,
,,,0.5743821,,,
,,,0.5776734,,,
,,,0.5580778,,,
,,,0.5662489,,,
,,,0.5585961,,,
,,,0.5565405,,,
,,,0.5634312,,,
,,,0.5672560,,,
,,,0.5731653,,,
,,,0.5757524,,,
,,,0.5666484,,,
,,,0.5513201,,,
,,,0.5583867,,,
,,,0.5535779,,,
,,,0.5582507,,,
,,,0.5517725,,,
,,,0.5577407,,,
,,,0.5676943,,,
,,,0.5737391,,,
,,,0.5669375,,,
,,,0.5577682,,,
,,,0.5511103,,,
,,,0.5575032,,,
,,,0.5635473,,,
,,,0.5474706,,,
,,,0.5570853,,,
,,,0.5618084,,,
,,,0.5647694,,,
,,,0.5661100,,,
,,,0.5752030,,,
,,,0.5776409,,,
,,,0.5765773,,,
,,,0.5736014,,,
,,,0.5704833,,,
,,,0.5637216,,,
,,,0.5591617,,,
,,,0.5551845,,,
,,,0.5561131,,,
,,,0.5545319,,,
,,,0.5499494,,,
,,,0.5640361,,,
,,,0.5834008,,,
,,,0.5808027,,,
,,,0.5777965,,,
,,,0.5740132,,,
,,,0.5787669,,,
,,,0.5720445,,,
,,,0.5801534,,,
,,,0.5724473,,,
,,,0.5770506,,,
,,,0.5798628,,,
,,,0.5852325,,,
,,,0.5733860,,,
,,,0.5888319,,,
,,,0.5889463,,,
,,,0.5958700,,,
,,,0.6157807,,,
,,,0.6013148,,,
,,,0.6003796,,,
,,,0.6073354,,,
,,,0.6032305,,,
,,,0.6098681,,,
,,,0.6127424,,,
,,,0.6102263,,,
,,,0.6145082,,,
,,,0.6225523,,,
,,,0.6220493,,,
,,,0.6290871,,,
,,,0.6265133,,,
,,,0.6222385,,,
,,,0.6303697,,,
,,,0.6106181,,,
,,,0.6059735,,,
,,,0.6160340,,,
,,,0.6175256,,,
,,,0.6191953,,,
,,,0.6293588,,,
,,,0.6389008,,,
,,,0.6239753,,,
,,,0.6359674,,,
,,,0.6335607,,,
,,,0.6307534,,,
,,,0.6347435,,,
,,,0.6552645,,,
,,,0.6563696,,,
,,,0.6660013,,,
,,,0.6787835,,,
,,,0.6822409,,,
,,,0.6632025,,,
,,,0.6580824,,,
,,,0.6413720,,,
,,,0.6465688,,,
,,,0.6456287,,,
,,,0.6491156,,,
,,,0.6358304,,,
,,,0.6371112,,,
,,,0.6360186,,,
,,,0.6329991,,,
,,,0.6285385,,,
,,,0.6469090,,,
,,,0.6464732,,,
,,,0.6325131,,,
,,,0.6419994,,,
,,,0.6373209,,,
,,,0.6250461,,,
,,,0.6208367,,,
,,,0.6167585,,,
,,,0.6109218,,,
,,,0.6108077,,,
,,,0.6107812,,,
,,,0.6112516,,,
,,,0.6062571,,,
,,,0.6035034,,,
,,,0.5891126,,,
,,,0.5936381,,,
,,,0.5963003,,,
,,,0.6147495,,,
,,,0.6209128,,,
,,,0.6150033,,,
,,,0.5952830,,,
,,,0.5856332,,,
,,,0.5946673,,,
,,,0.5911220,,,
,,,0.5818796,,,
,,,0.5742511,,,
,,,0.5720680,,,
,,,0.5654124,,,
,,,0.5762428,,,
,,,0.5769773,,,
,,,0.5604497,,,
,,,0.5560924,,,
,,,0.5578827,,,
,,,0.5499532,,,
,,,0.5599877,,,
,,,0.5509777,,,
,,,0.5419467,,,
,,,0.5297432,,,
,,,0.5266867,,,
,,,0.5333319,,,
,,,0.5383592,,,
,,,0.5412447,,,
,,,0.5345083,,,
,,,0.5419399,,,
,,,0.5298030,,,
,,,0.5385104,,,
,,,0.5386867,,,
,,,0.5359975,,,
,,,0.5449306,,,
,,,0.5435343,,,
,,,0.5327184,,,
,,,0.5508700,,,
,,,0.5567851,,,
,,,0.5519686,,,
,,,0.5490341,,,
,,,0.5473173,,,
,,,0.5458049,,,
,,,0.5612119,,,
,,,0.5548763,,,
,,,0.5429157,,,
,,,0.5323485,,,
,,,0.5366142,,,
,,,0.5419914,,,
,,,0.5555087,,,
,,,0.5433828,,,
,,,0.5547954,,,
,,,0.5660881,,,
,,,0.5787366,,,
,,,0.5737551,,,
,,,0.5708453,,,
,,,0.5904151,,,
,,,0.5819402,,,
,,,0.5820475,,,
,,,0.5760111,,,
,,,0.5761475,,,
,,,0.5713998,,,
,,,0.5589737,,,
,,,0.5680196,,,
,,,0.5627460,,,
,,,0.5805242,,,
,,,0.5726307,,,
,,,0.5717292,,,
,,,0.5606432,,,
,,,0.5581264,,,
,,,0.5529724,,,
,,,0.5553607,,,
,,,0.5469038,,,
,,,0.5599792,,,
,,,0.5509009,,,
,,,0.5492798,,,
,,,0.5475606,,,
,,,0.5370897,,,
,,,0.5369197,,,
,,,0.5319988,,,
,,,0.5374922,,,
,,,0.5393895,,,
,,,0.5446549,,,
,,,0.5389109,,,
,,,0.5352378,,,
,,,0.5411506,,,
,,,0.5557960,,,
,,,0.5653490,,,
,,,0.5543708,,,
,,,0.5575390,,,
,,,0.5572912,,,
,,,0.5602274,,,
,,,0.5648840,,,
,,,0.5719560,,,
,,,0.5744612,,,
,,,0.5626350,,,
,,,0.5508888,,,
,,,0.5460352,,,
,,,0.5442495,,,
,,,0.5478899,,,
,,,0.5403263,,,
,,,0.5411453,,,
,,,0.5446564,,,
,,,0.5459184,,,
,,,0.5502802,,,
,,,0.5579594,,,
,,,0.5595759,,,
,,,0.5594882,,,
,,,0.5551522,,,
,,,0.5541734,,,
,,,0.5766338,,,
,,,0.5798320,,,
,,,0.5726510,,,
,,,0.5706945,,,
,,,0.5797129,,,
,,,0.5763364,,,
,,,0.5691428,,,
,,,0.5785885,,,
,,,0.5732737,,,
,,,0.5749331,,,
,,,0.5710748,,,
,,,0.5648940,,,
,,,0.5775311,,,
,,,0.5834255,,,
,,,0.5839237,,,
,,,0.5785847,,,
,,,0.5796415,,,
,,,0.5688152,,,
,,,0.5745375,,,
,,,0.5856802,,,
,,,0.5772470,,,
,,,0.5794943,,,
,,,0.5811419,,,
,,,0.5769561,,,
,,,0.5745241,,,
,,,0.5858292,,,
,,,0.5953131,,,
,,,0.6009240,,,
,,,0.5961557,,,
,,,0.5769398,,,
,,,0.5617849,,,
,,,0.5628200,,,
,,,0.5754517,,,
,,,0.5708463,,,
,,,0.5653525,,,
,,,0.5623245,,,
,,,0.5682523,,,
,,,0.5678410,,,
,,,0.5741451,,,
,,,0.5670710,,,
,,,0.5760646,,,
,,,0.5579175,,,
,,,0.5688883,,,
,,,0.5634960,,,
,,,0.5635681,,,
,,,0.5774164,,,
,,,0.5846561,,,
,,,0.5812738,,,
,,,0.5711696,,,
,,,0.5715608,,,
,,,0.5634611,,,
,,,0.5682173,,,
,,,0.5847641,,,
,,,0.5822847,,,
,,,0.5809444,,,
,,,0.5755841,,,
,,,0.5743131,,,
,,,0.5647314,,,
,,,0.5759860,,,
,,,0.5766691,,,
,,,0.5738049,,,
,,,0.5652523,,,
,,,0.5626960,,,
,,,0.5493076,,,
,,,0.5424953,,,
,,,0.5377590,,,
,,,0.5465977,,,
,,,0.5582595,,,
,,,0.5595148,,,
,,,0.5554346,,,
,,,0.5661777,,,
,,,0.5653542,,,
,,,0.5667109,,,
,,,0.5690501,,,
,,,0.5651976,,,
,,,0.5673640,,,
,,,0.5611030,,,
,,,0.5424960,,,
,,,0.5291043,,,
,,,0.5318289,,,
,,,0.5329107,,,
,,,0.5312588,,,
,,,0.5252864,,,
,,,0.5145283,,,
,,,0.5092627,,,
,,,0.5035242,,,
,,,0.4976583,,,
,,,0.4969176,,,
,,,0.4929853,,,
,,,0.4974668,,,
,,,0.5043677,,,
,,,0.4976960,,,
,,,0.4969040,,,
,,,0.5091833,,,
,,,0.5098870,,,
,,,0.5231107,,,
,,,0.5126058,,,
,,,0.5060350,,,
,,,0.5079388,,,
,,,0.5050538,,,
,,,0.5020279,,,
,,,0.4964836,,,
,,,0.4919552,,,
,,,0.5030482,,,
,,,0.5013022,,,
,,,0.4874155,,,
,,,0.4731137,,,
,,,0.4947318,,,
,,,0.4932623,,,
,,,0.4889237,,,
,,,0.5023446,,,
,,,0.4903172,,,
,,,0.4945070,,,
,,,0.4827055,,,
,,,0.4798186,,,
,,,0.4664425,,,
,,,0.4665857,,,
,,,0.4627772,,,
,,,0.4600545,,,
,,,0.4761384,,,
,,,0.4783159,,,
,,,0.4702626,,,
,,,0.4731326,,,
,,,0.4769100,,,
,,,0.4831613,,,
,,,0.4924744,,,
,,,0.4940526,,,
,,,0.4977653,,,
,,,0.5030739,,,
,,,0.5071893,,,
,,,0.5275815,,,
,,,0.5249658,,,
,,,0.5214276,,,
,,,0.5414290,,,
,,,0.5396887,,,
,,,0.5321005,,,
,,,0.5329209,,,
,,,0.5119766,,,
,,,0.5090072,,,
,,,0.5128812,,,
,,,0.5101799,,,
,,,0.5076571,,,
,,,0.5065347,,,
,,,0.5083356,,,
,,,0.5131235,,,
,,,0.5232372,,,
,,,0.5197125,,,
,,,0.5140473,,,
,,,0.5281810,,,
,,,0.5293170,,,
,,,0.5293672,,,
,,,0.5425987,,,
,,,0.5248359,,,
,,,0.5235468,,,
,,,0.5370097,,,
,,,0.5376556,,,
,,,0.5446193,,,
,,,0.5762158,,,
,,,0.5669047,,,
,,,0.5624050,,,
,,,0.5557122,,,
,,,0.5653629,,,
,,,0.5619079,,,
,,,0.5786411,,,
,,,0.5841563,,,
,,,0.5825507,,,
,,,0.5881425,,,
,,,0.5843979,,,
,,,0.5791061,,,
,,,0.5824039,,,
,,,0.5749772,,,
,,,0.5742927,,,
,,,0.5759383,,,
,,,0.5677890,,,
,,,0.5496519,,,
,,,0.5451843,,,
,,,0.5496014,,,
,,,0.5450920,,,
,,,0.5408660,,,
,,,0.5385392,,,
,,,0.5289071,,,
,,,0.5442949,,,
,,,0.5435266,,,
,,,0.5447617,,,
,,,0.5459406,,,
,,,0.5473853,,,
,,,0.5468046,,,
,,,0.5491848,,,
,,,0.5569273,,,
,,,0.5519511,,,
,,,0.5510445,,,
,,,0.5483639,,,
,,,0.5389800,,,
,,,0.5308850,,,
,,,0.5279534,,,
,,,0.5377469,,,
,,,0.5302980,,,
,,,0.5369542,,,
,,,0.5292361,,,
,,,0.5185999,,,
,,,0.5390547,,,
,,,0.5418576,,,
,,,0.5409706,,,
,,,0.5472723,,,
,,,0.5414947,,,
,,,0.5359235,,,
,,,0.5240418,,,
,,,0.5215485,,,
,,,0.5221189,,,
,,,0.5233679,,,
,,,0.5278289,,,
,,,0.5192114,,,
,,,0.5230326,,,
,,,0.5192167,,,
,,,0.5178585,,,
,,,0.5063019,,,
,,,0.5157146,,,
,,,0.5113074,,,
,,,0.5091769,,,
,,,0.5261404,,,
,,,0.5420873,,,
,,,0.5389088,,,
,,,0.5330502,,,
,,,0.5523476,,,
,,,0.5493665,,,
,,,0.5420194,,,
,,,0.5368611,,,
,,,0.5275152,,,
,,,0.5214633,,,
,,,0.5192863,,,
,,,0.5116706,,,
,,,0.5211887,,,
,,,0.5111299,,,
,,,0.5148419,,,
,,,0.5169881,,,
,,,0.5253646,,,
,,,0.5382798,,,
,,,0.5296336,,,
,,,0.5363144,,,
,,,0.5438910,,,
,,,0.5372331,,,
,,,0.5489891,,,
,,,0.5563786,,,
,,,0.5646919,,,
,,,0.5670421,,,
,,,0.5557390,,,
,,,0.5530825,,,
,,,0.5568240,,,
,,,0.5576672,,,
,,,0.5570021,,,
,,,0.5745820,,,
,,,0.5707700,,,
,,,0.5599267,,,
,,,0.5576144,,,
,,,0.5493759,,,
