Time (ns),Quercetin-FN1,pQ3RU-FN1,,,,
,,,0.4910308,,,
,,,0.4978832,,,
,,,0.4938670,,,
,,,0.4984355,,,
,,,0.5078167,,,
,,,0.4951934,,,
,,,0.5008292,,,
,,,0.4931551,,,
,,,0.4843614,,,
,,,0.4897870,,,
,,,0.4908553,,,
,,,0.4964106,,,
,,,0.4962128,,,
,,,0.5051589,,,
,,,0.5227559,,,
,,,0.5379489,,,
,,,0.5338386,,,
,,,0.5575784,,,
,,,0.5639927,,,
,,,0.5582637,,,
,,,0.5536314,,,
,,,0.5385368,,,
,,,0.5423063,,,
,,,0.5436297,,,
,,,0.5350528,,,
,,,0.5360500,,,
,,,0.5472542,,,
,,,0.5534030,,,
,,,0.5665889,,,
,,,0.5648282,,,
,,,0.5660381,,,
,,,0.5612669,,,
,,,0.5720327,,,
,,,0.5787947,,,
,,,0.5856656,,,
,,,0.5810960,,,
,,,0.5789272,,,
,,,0.5731448,,,
,,,0.5820096,,,
,,,0.5935668,,,
,,,0.5941336,,,
,,,0.5937995,,,
,,,0.5967105,,,
,,,0.5924397,,,
,,,0.5862980,,,
,,,0.5946038,,,
,,,0.5928701,,,
,,,0.5906457,,,
,,,0.5871092,,,
,,,0.5880274,,,
,,,0.5916267,,,
,,,0.5858244,,,
,,,0.5835772,,,
,,,0.5824035,,,
,,,0.5906871,,,
,,,0.5961002,,,
,,,0.6082057,,,
,,,0.5811735,,,
,,,0.5800872,,,
,,,0.5857230,,,
,,,0.5840858,,,
,,,0.5803946,,,
,,,0.5761249,,,
,,,0.5707446,,,
,,,0.5588269,,,
,,,0.5583642,,,
,,,0.5650833,,,
,,,0.5677648,,,
,,,0.5693154,,,
,,,0.5675738,,,
,,,0.5750332,,,
,,,0.5546587,,,
,,,0.5602181,,,
,,,0.5641125,,,
,,,0.5553077,,,
,,,0.5621250,,,
,,,0.5711846,,,
,,,0.5646151,,,
,,,0.5693448,,,
,,,0.5574259,,,
,,,0.5552239,,,
,,,0.5664434,,,
,,,0.5757774,,,
,,,0.5850731,,,
,,,0.5896271,,,
,,,0.5793899,,,
,,,0.5865996,,,
,,,0.5823219,,,
,,,0.6012409,,,
,,,0.5945755,,,
,,,0.6035482,,,
,,,0.5981678,,,
,,,0.6077265,,,
,,,0.5998930,,,
,,,0.5953771,,,
,,,0.5811535,,,
,,,0.5910454,,,
,,,0.5912982,,,
,,,0.6001119,,,
,,,0.5871872,,,
,,,0.5798289,,,
,,,0.5703115,,,
,,,0.5767527,,,
,,,0.5813051,,,
,,,0.5827435,,,
,,,0.5832218,,,
,,,0.5642345,,,
,,,0.5662151,,,
,,,0.5743445,,,
,,,0.5861483,,,
,,,0.5863079,,,
,,,0.5838994,,,
,,,0.5800943,,,
,,,0.5796695,,,
,,,0.5799973,,,
,,,0.5838910,,,
,,,0.5802023,,,
,,,0.5860685,,,
,,,0.5736607,,,
,,,0.5731627,,,
,,,0.5527319,,,
,,,0.5529287,,,
,,,0.5558639,,,
,,,0.5617800,,,
,,,0.5700947,,,
,,,0.5662042,,,
,,,0.5632753,,,
,,,0.5595067,,,
,,,0.5464727,,,
,,,0.5462726,,,
,,,0.5442174,,,
,,,0.5391216,,,
,,,0.5373880,,,
,,,0.5397288,,,
,,,0.5250613,,,
,,,0.5237718,,,
,,,0.5332895,,,
,,,0.5268586,,,
,,,0.5351346,,,
,,,0.5498265,,,
,,,0.5620764,,,
,,,0.5719575,,,
,,,0.5763410,,,
,,,0.5680282,,,
,,,0.5637901,,,
,,,0.5609139,,,
,,,0.5478910,,,
,,,0.5464087,,,
,,,0.5565810,,,
,,,0.5584175,,,
,,,0.5641609,,,
,,,0.5558723,,,
,,,0.5669910,,,
,,,0.5667700,,,
,,,0.5650539,,,
,,,0.5700030,,,
,,,0.5802662,,,
,,,0.5658011,,,
,,,0.5796540,,,
,,,0.5823246,,,
,,,0.5694591,,,
,,,0.5656112,,,
,,,0.5626550,,,
,,,0.5455360,,,
,,,0.5367657,,,
,,,0.5382521,,,
,,,0.5349900,,,
,,,0.5361558,,,
,,,0.5425522,,,
,,,0.5182073,,,
,,,0.5139232,,,
,,,0.5194300,,,
,,,0.5106430,,,
,,,0.5002154,,,
,,,0.5084683,,,
,,,0.5367171,,,
,,,0.5305834,,,
,,,0.5283977,,,
,,,0.5204366,,,
,,,0.5259044,,,
,,,0.5172763,,,
,,,0.5220968,,,
,,,0.5218629,,,
,,,0.5161787,,,
,,,0.5128318,,,
,,,0.5164108,,,
,,,0.5125819,,,
,,,0.5077323,,,
,,,0.5021129,,,
,,,0.5115882,,,
,,,0.5243457,,,
,,,0.5205966,,,
,,,0.5195428,,,
,,,0.5170835,,,
,,,0.5135375,,,
,,,0.5088325,,,
,,,0.5196935,,,
,,,0.5295395,,,
,,,0.5269704,,,
,,,0.5301521,,,
,,,0.5217141,,,
,,,0.5282179,,,
,,,0.5190046,,,
,,,0.5332875,,,
,,,0.5438402,,,
,,,0.5508718,,,
,,,0.5682752,,,
,,,0.5557262,,,
,,,0.5533541,,,
,,,0.5495494,,,
,,,0.5404099,,,
,,,0.5397180,,,
,,,0.5305886,,,
,,,0.5180863,,,
,,,0.5172300,,,
,,,0.5051047,,,
,,,0.5139845,,,
,,,0.5201843,,,
,,,0.5155633,,,
,,,0.5101318,,,
,,,0.5310546,,,
,,,0.5355710,,,
,,,0.5356661,,,
,,,0.5228435,,,
,,,0.5252464,,,
,,,0.5122868,,,
,,,0.5311502,,,
,,,0.5314798,,,
,,,0.5231731,,,
,,,0.5319856,,,
,,,0.5116581,,,
,,,0.5089106,,,
,,,0.5127616,,,
,,,0.4973009,,,
,,,0.4949969,,,
,,,0.4884805,,,
,,,0.4938538,,,
,,,0.5019236,,,
,,,0.5133799,,,
,,,0.5070732,,,
,,,0.5161841,,,
,,,0.5242046,,,
,,,0.5196761,,,
,,,0.5362434,,,
,,,0.5441895,,,
,,,0.5271913,,,
,,,0.5288543,,,
,,,0.5205374,,,
,,,0.5251154,,,
,,,0.5341080,,,
,,,0.5410134,,,
,,,0.5294368,,,
,,,0.5240076,,,
,,,0.5212479,,,
,,,0.5252008,,,
,,,0.5064107,,,
,,,0.4982712,,,
,,,0.5059087,,,
,,,0.5001096,,,
,,,0.4993301,,,
,,,0.4924344,,,
,,,0.5035934,,,
,,,0.5095519,,,
,,,0.5080159,,,
,,,0.5086566,,,
,,,0.4972013,,,
,,,0.4942944,,,
,,,0.5069801,,,
,,,0.5014960,,,
,,,0.5040461,,,
,,,0.5078297,,,
,,,0.5119583,,,
,,,0.5172319,,,
,,,0.5273848,,,
,,,0.5309139,,,
,,,0.5274119,,,
,,,0.5195252,,,
,,,0.5230952,,,
,,,0.5247066,,,
,,,0.5149933,,,
,,,0.5189072,,,
,,,0.5220984,,,
,,,0.5251359,,,
,,,0.5196117,,,
,,,0.5197554,,,
,,,0.5156155,,,
,,,0.5228019,,,
,,,0.5211852,,,
,,,0.5273979,,,
,,,0.5289901,,,
,,,0.5255929,,,
,,,0.5280087,,,
,,,0.5120680,,,
,,,0.5209688,,,
,,,0.5129791,,,
,,,0.5232818,,,
,,,0.5081150,,,
,,,0.5163186,,,
,,,0.5190508,,,
,,,0.5174205,,,
,,,0.5150439,,,
,,,0.5078189,,,
,,,0.5127915,,,
,,,0.5160880,,,
,,,0.5109634,,,
,,,0.5046500,,,
,,,0.4948860,,,
,,,0.5033683,,,
,,,0.5137392,,,
,,,0.5215400,,,
,,,0.5217414,,,
,,,0.5122988,,,
,,,0.5215728,,,
,,,0.5273044,,,
,,,0.5351879,,,
,,,0.5366222,,,
,,,0.5299453,,,
,,,0.5381024,,,
,,,0.5346653,,,
,,,0.5395688,,,
,,,0.5452254,,,
,,,0.5510732,,,
,,,0.5660023,,,
,,,0.5677362,,,
,,,0.5737991,,,
,,,0.5746254,,,
,,,0.5705733,,,
,,,0.5682535,,,
,,,0.5776062,,,
,,,0.5894217,,,
,,,0.5907707,,,
,,,0.5959841,,,
,,,0.5849755,,,
,,,0.5960297,,,
,,,0.5966786,,,
,,,0.6027120,,,
,,,0.6033624,,,
,,,0.5946218,,,
,,,0.6012805,,,
,,,0.6172746,,,
,,,0.6118618,,,
,,,0.6151660,,,
,,,0.6171762,,,
,,,0.6145904,,,
,,,0.6037866,,,
,,,0.6170821,,,
,,,0.5958059,,,
,,,0.5944579,,,
,,,0.6017279,,,
,,,0.5962667,,,
,,,0.5993329,,,
,,,0.6087636,,,
,,,0.6058096,,,
,,,0.5776222,,,
,,,0.5835900,,,
,,,0.5984173,,,
,,,0.5974445,,,
,,,0.5973402,,,
,,,0.5875307,,,
,,,0.5764060,,,
,,,0.5824116,,,
,,,0.5796157,,,
,,,0.5745748,,,
,,,0.5629914,,,
,,,0.5447880,,,
,,,0.5509976,,,
,,,0.5479339,,,
,,,0.5606504,,,
,,,0.5546191,,,
,,,0.5518892,,,
,,,0.5587615,,,
,,,0.5517316,,,
,,,0.5569393,,,
,,,0.5438760,,,
,,,0.5423802,,,
,,,0.5442012,,,
,,,0.5448565,,,
,,,0.5502445,,,
,,,0.5520147,,,
,,,0.5538938,,,
,,,0.5521651,,,
,,,0.5582210,,,
,,,0.5438727,,,
,,,0.5365028,,,
,,,0.5406762,,,
,,,0.5350018,,,
,,,0.5372344,,,
,,,0.5418952,,,
,,,0.5326363,,,
,,,0.5363684,,,
,,,0.5393745,,,
,,,0.5327602,,,
,,,0.5353141,,,
,,,0.5306790,,,
,,,0.5296933,,,
,,,0.5232307,,,
,,,0.5342470,,,
,,,0.5318305,,,
,,,0.5284958,,,
,,,0.5415636,,,
,,,0.5400774,,,
,,,0.5257388,,,
,,,0.5335283,,,
,,,0.5288674,,,
,,,0.5229467,,,
,,,0.5146358,,,
,,,0.5224555,,,
,,,0.5204760,,,
,,,0.5210994,,,
,,,0.5185676,,,
,,,0.5000872,,,
,,,0.5047693,,,
,,,0.5011979,,,
,,,0.4949780,,,
,,,0.5104597,,,
,,,0.5041022,,,
,,,0.5103853,,,
,,,0.5185144,,,
,,,0.5220665,,,
,,,0.5097054,,,
,,,0.5154130,,,
,,,0.5131490,,,
,,,0.5202857,,,
,,,0.5276392,,,
,,,0.5178252,,,
,,,0.5184777,,,
,,,0.5313200,,,
,,,0.5361266,,,
,,,0.5373315,,,
,,,0.5306668,,,
,,,0.5344416,,,
,,,0.5248109,,,
,,,0.5172654,,,
,,,0.5101427,,,
,,,0.5075672,,,
,,,0.5058447,,,
,,,0.5058621,,,
,,,0.4991849,,,
,,,0.4967713,,,
,,,0.4972878,,,
,,,0.5027663,,,
,,,0.5016574,,,
,,,0.5048342,,,
,,,0.4945772,,,
,,,0.4941210,,,
,,,0.4933902,,,
,,,0.5003228,,,
,,,0.4898034,,,
,,,0.4896484,,,
,,,0.5014606,,,
,,,0.5046945,,,
,,,0.5181296,,,
,,,0.5243766,,,
,,,0.5203214,,,
,,,0.5149090,,,
,,,0.5252132,,,
,,,0.5407216,,,
,,,0.5391381,,,
,,,0.5259439,,,
,,,0.5221952,,,
,,,0.5219886,,,
,,,0.5229172,,,
,,,0.5289080,,,
,,,0.5148449,,,
,,,0.5131575,,,
,,,0.5032317,,,
,,,0.5155291,,,
,,,0.5195466,,,
,,,0.5123892,,,
,,,0.5222130,,,
,,,0.5169589,,,
,,,0.5157755,,,
,,,0.5139987,,,
,,,0.4971776,,,
,,,0.4966756,,,
,,,0.5073529,,,
,,,0.5032079,,,
,,,0.5073898,,,
,,,0.4966199,,,
,,,0.5028167,,,
,,,0.4945301,,,
,,,0.4889843,,,
,,,0.4964104,,,
,,,0.4943717,,,
,,,0.4889518,,,
,,,0.4907726,,,
,,,0.5005899,,,
,,,0.5102804,,,
,,,0.5190527,,,
,,,0.5009036,,,
,,,0.4952269,,,
,,,0.4843979,,,
,,,0.4844539,,,
,,,0.4955820,,,
,,,0.4912109,,,
,,,0.4940822,,,
,,,0.4775901,,,
,,,0.4828965,,,
,,,0.4819297,,,
,,,0.4880372,,,
,,,0.4860635,,,
,,,0.4874762,,,
,,,0.4792148,,,
,,,0.4828457,,,
,,,0.4980524,,,
,,,0.5117095,,,
,,,0.5138745,,,
,,,0.5084136,,,
,,,0.5198065,,,
,,,0.5088845,,,
,,,0.5117633,,,
,,,0.5140045,,,
,,,0.5184740,,,
,,,0.5267836,,,
,,,0.5139417,,,
,,,0.5044601,,,
,,,0.5113342,,,
,,,0.5141006,,,
,,,0.5084593,,,
,,,0.5034643,,,
,,,0.5039303,,,
,,,0.5096030,,,
,,,0.5065791,,,
,,,0.5119091,,,
,,,0.5103598,,,
,,,0.5117862,,,
,,,0.5005851,,,
,,,0.4995176,,,
,,,0.5255734,,,
,,,0.5205799,,,
,,,0.5107923,,,
,,,0.5081846,,,
,,,0.5070184,,,
,,,0.5110871,,,
,,,0.5049590,,,
,,,0.5110143,,,
,,,0.5037217,,,
,,,0.5052029,,,
,,,0.4947041,,,
,,,0.4999550,,,
,,,0.5137099,,,
,,,0.5188573,,,
,,,0.5326134,,,
,,,0.5158384,,,
,,,0.5219380,,,
,,,0.5176489,,,
,,,0.5082643,,,
,,,0.5220224,,,
,,,0.5221399,,,
,,,0.5291312,,,
,,,0.5247782,,,
,,,0.5260298,,,
,,,0.5282456,,,
,,,0.5325258,,,
,,,0.5274102,,,
,,,0.5147253,,,
,,,0.5215509,,,
,,,0.5260664,,,
,,,0.5316836,,,
,,,0.5319324,,,
,,,0.5141346,,,
,,,0.5201688,,,
,,,0.5131900,,,
,,,0.5202283,,,
,,,0.5240875,,,
,,,0.5297030,,,
,,,0.5442336,,,
,,,0.5553674,,,
,,,0.5467126,,,
,,,0.5569033,,,
,,,0.5445115,,,
,,,0.5259454,,,
,,,0.5170978,,,
,,,0.5006785,,,
,,,0.5017444,,,
,,,0.4985639,,,
,,,0.5103855,,,
,,,0.5181327,,,
,,,0.5135642,,,
,,,0.4992336,,,
,,,0.5111879,,,
,,,0.5151308,,,
,,,0.5117389,,,
,,,0.5200288,,,
,,,0.5242175,,,
,,,0.5179089,,,
,,,0.5239745,,,
,,,0.5255750,,,
,,,0.5190004,,,
,,,0.5229785,,,
,,,0.5167313,,,
,,,0.5156100,,,
,,,0.5258256,,,
,,,0.5366464,,,
,,,0.5481431,,,
,,,0.5360404,,,
,,,0.5388022,,,
,,,0.5575261,,,
,,,0.5549366,,,
,,,0.5548299,,,
,,,0.5447555,,,
,,,0.5303605,,,
,,,0.5397525,,,
,,,0.5477259,,,
,,,0.5285705,,,
,,,0.5287480,,,
,,,0.5376256,,,
,,,0.5423642,,,
,,,0.5464256,,,
,,,0.5411111,,,
,,,0.5277416,,,
,,,0.5247381,,,
,,,0.5042388,,,
,,,0.5173656,,,
,,,0.5177320,,,
,,,0.5088831,,,
,,,0.5045367,,,
,,,0.5060401,,,
,,,0.4990453,,,
,,,0.5146929,,,
,,,0.5068942,,,
,,,0.5072193,,,
,,,0.5036527,,,
,,,0.4940048,,,
,,,0.4928875,,,
,,,0.4940955,,,
,,,0.4969899,,,
,,,0.5090892,,,
,,,0.5247617,,,
,,,0.5297368,,,
,,,0.5344598,,,
,,,0.5441315,,,
,,,0.5389479,,,
,,,0.5463903,,,
,,,0.5398876,,,
,,,0.5371916,,,
,,,0.5417677,,,
,,,0.5550145,,,
,,,0.5500528,,,
,,,0.5551038,,,
,,,0.5537716,,,
,,,0.5523278,,,
,,,0.5533776,,,
,,,0.5596036,,,
,,,0.5514501,,,
,,,0.5614876,,,
,,,0.5630191,,,
,,,0.5492814,,,
,,,0.5444183,,,
,,,0.5395235,,,
,,,0.5443538,,,
,,,0.5589114,,,
,,,0.5635261,,,
,,,0.5673308,,,
,,,0.5665207,,,
,,,0.5657288,,,
,,,0.5568402,,,
,,,0.5618237,,,
,,,0.5635193,,,
,,,0.5682748,,,
,,,0.5653829,,,
,,,0.5656101,,,
,,,0.5627668,,,
,,,0.5677322,,,
,,,0.5772206,,,
,,,0.5818313,,,
,,,0.5742177,,,
,,,0.5537179,,,
,,,0.5465863,,,
,,,0.5370868,,,
,,,0.5427841,,,
,,,0.5422478,,,
,,,0.5346123,,,
,,,0.5205429,,,
,,,0.5270126,,,
,,,0.5378819,,,
,,,0.5485777,,,
,,,0.5473803,,,
,,,0.5376753,,,
,,,0.5362491,,,
,,,0.5499345,,,
,,,0.5316192,,,
,,,0.5329260,,,
,,,0.5269577,,,
,,,0.5165423,,,
,,,0.5204887,,,
,,,0.5162293,,,
,,,0.5172639,,,
,,,0.5099502,,,
,,,0.5125678,,,
,,,0.4968694,,,
,,,0.4908774,,,
,,,0.4976655,,,
,,,0.4995491,,,
,,,0.4970969,,,
,,,0.4922929,,,
,,,0.4997574,,,
,,,0.4903117,,,
,,,0.4966793,,,
,,,0.4911329,,,
,,,0.4955570,,,
,,,0.5030979,,,
,,,0.5074703,,,
,,,0.5059913,,,
,,,0.5177394,,,
,,,0.5183054,,,
,,,0.5231537,,,
,,,0.5246553,,,
,,,0.5326642,,,
,,,0.5301140,,,
,,,0.5228747,,,
,,,0.5328941,,,
,,,0.5135753,,,
,,,0.5194314,,,
,,,0.5283382,,,
,,,0.5396603,,,
,,,0.5527130,,,
,,,0.5436112,,,
,,,0.5476032,,,
,,,0.5659915,,,
,,,0.5759091,,,
,,,0.5795807,,,
,,,0.5642813,,,
,,,0.5553036,,,
,,,0.5419478,,,
,,,0.5521694,,,
,,,0.5426719,,,
,,,0.5307255,,,
,,,0.5232899,,,
,,,0.5102466,,,
,,,0.5065600,,,
,,,0.5013185,,,
,,,0.5178953,,,
,,,0.5139516,,,
,,,0.5102662,,,
,,,0.5126783,,,
,,,0.5211284,,,
,,,0.5218157,,,
,,,0.5233229,,,
,,,0.5123359,,,
,,,0.5167810,,,
,,,0.5164900,,,
,,,0.5081225,,,
,,,0.5175987,,,
,,,0.5157332,,,
,,,0.5096177,,,
,,,0.5128162,,,
,,,0.5217037,,,
,,,0.5191134,,,
,,,0.5087267,,,
,,,0.5107573,,,
,,,0.5125440,,,
,,,0.5054927,,,
,,,0.5035040,,,
,,,0.5069886,,,
,,,0.5023477,,,
,,,0.5143059,,,
,,,0.4999610,,,
,,,0.5156239,,,
,,,0.5185879,,,
,,,0.5003484,,,
,,,0.5011194,,,
,,,0.4987931,,,
,,,0.5087669,,,
,,,0.5159693,,,
,,,0.5061251,,,
,,,0.5082785,,,
,,,0.5012141,,,
,,,0.4998318,,,
,,,0.4931868,,,
,,,0.4803973,,,
,,,0.5009641,,,
,,,0.5065638,,,
,,,0.5024071,,,
,,,0.5198050,,,
,,,0.5146397,,,
,,,0.5177868,,,
,,,0.5244001,,,
,,,0.5202547,,,
,,,0.5175173,,,
,,,0.5230352,,,
,,,0.5272377,,,
,,,0.5279790,,,
,,,0.5465779,,,
,,,0.5485978,,,
,,,0.5424857,,,
,,,0.5334588,,,
,,,0.5510198,,,
,,,0.5412970,,,
,,,0.5465048,,,
,,,0.5453300,,,
,,,0.5609255,,,
,,,0.5580824,,,
,,,0.5577139,,,
,,,0.5641398,,,
,,,0.5566754,,,
,,,0.5589843,,,
,,,0.5489026,,,
,,,0.5510715,,,
,,,0.5483344,,,
,,,0.5437363,,,
,,,0.5500573,,,
,,,0.5507052,,,
,,,0.5489106,,,
,,,0.5543445,,,
,,,0.5486336,,,
,,,0.5524269,,,
,,,0.5423301,,,
,,,0.5498297,,,
,,,0.5464874,,,
,,,0.5485956,,,
,,,0.5604464,,,
,,,0.5603803,,,
,,,0.5676585,,,
,,,0.5693877,,,
,,,0.5665968,,,
,,,0.5744001,,,
,,,0.5733113,,,
,,,0.5650219,,,
,,,0.5877745,,,
,,,0.5792782,,,
,,,0.5766894,,,
,,,0.5811511,,,
,,,0.5825911,,,
,,,0.5763368,,,
,,,0.5719690,,,
,,,0.5634128,,,
,,,0.5843046,,,
,,,0.5862399,,,
,,,0.5831058,,,
,,,0.5883808,,,
,,,0.5918232,,,
,,,0.5959074,,,
,,,0.5996546,,,
,,,0.5986402,,,
,,,0.5946716,,,
,,,0.5897461,,,
,,,0.5942277,,,
,,,0.5795772,,,
,,,0.5774843,,,
,,,0.5740582,,,
,,,0.5734204,,,
,,,0.5650778,,,
,,,0.5688672,,,
,,,0.5761659,,,
,,,0.5817479,,,
,,,0.5685248,,,
,,,0.5700938,,,
,,,0.5685421,,,
,,,0.5499409,,,
,,,0.5502090,,,
,,,0.5361810,,,
,,,0.5297916,,,
,,,0.5315779,,,
,,,0.5282092,,,
,,,0.5269878,,,
,,,0.5390421,,,
,,,0.5496070,,,
,,,0.5437478,,,
,,,0.5586068,,,
,,,0.5545680,,,
,,,0.5487626,,,
,,,0.5461750,,,
,,,0.5343962,,,
,,,0.5241194,,,
,,,0.5234522,,,
,,,0.5149894,,,
,,,0.5226698,,,
,,,0.5288587,,,
,,,0.5358027,,,
,,,0.5353817,,,
,,,0.5308430,,,
,,,0.5291653,,,
,,,0.5339018,,,
,,,0.5282611,,,
,,,0.5246077,,,
,,,0.5276489,,,
,,,0.5467873,,,
,,,0.5592201,,,
,,,0.5575686,,,
,,,0.5411221,,,
,,,0.5470603,,,
,,,0.5352072,,,
,,,0.5282922,,,
,,,0.5328745,,,
,,,0.5385566,,,
,,,0.5484013,,,
,,,0.5516914,,,
,,,0.5502419,,,
,,,0.5485319,,,
,,,0.5398946,,,
,,,0.5539565,,,
,,,0.5634182,,,
,,,0.5573755,,,
,,,0.5559226,,,
,,,0.5454166,,,
,,,0.5498498,,,
,,,0.5434222,,,
,,,0.5450074,,,
,,,0.5598991,,,
,,,0.5592815,,,
,,,0.5535712,,,
,,,0.5602279,,,
,,,0.5668830,,,
,,,0.5542349,,,
,,,0.5430920,,,
,,,0.5441898,,,
,,,0.5467074,,,
,,,0.5548009,,,
,,,0.5457695,,,
,,,0.5501035,,,
,,,0.5429727,,,
,,,0.5384143,,,
,,,0.5369384,,,
,,,0.5473388,,,
,,,0.5475434,,,
,,,0.5528614,,,
,,,0.5568138,,,
,,,0.5667780,,,
,,,0.5690417,,,
,,,0.5677688,,,
,,,0.5786778,,,
,,,0.5467704,,,
,,,0.5512571,,,
,,,0.5437592,,,
,,,0.5465322,,,
,,,0.5517302,,,
,,,0.5566294,,,
,,,0.5635959,,,
,,,0.5686633,,,
,,,0.5678211,,,
,,,0.5586194,,,
,,,0.5675443,,,
,,,0.5681363,,,
,,,0.5618563,,,
,,,0.5602266,,,
,,,0.5644095,,,
,,,0.5600150,,,
,,,0.5711292,,,
,,,0.5707762,,,
,,,0.5672103,,,
,,,0.5633151,,,
,,,0.5573037,,,
,,,0.5598712,,,
,,,0.5675907,,,
,,,0.5743455,,,
,,,0.5726553,,,
,,,0.5724487,,,
,,,0.5725445,,,
,,,0.5618991,,,
,,,0.5632370,,,
,,,0.5627859,,,
,,,0.5662950,,,
,,,0.5347725,,,
,,,0.5367104,,,
,,,0.5310749,,,
,,,0.5241461,,,
,,,0.5246248,,,
,,,0.5384481,,,
,,,0.5259276,,,
,,,0.5234943,,,
,,,0.5194532,,,
,,,0.5355594,,,
,,,0.5412488,,,
,,,0.5388191,,,
,,,0.5406762,,,
,,,0.5339401,,,
,,,0.5300919,,,
,,,0.5255562,,,
,,,0.5233246,,,
,,,0.5235614,,,
,,,0.5400050,,,
,,,0.5385324,,,
,,,0.5385019,,,
,,,0.5347226,,,
,,,0.5349155,,,
,,,0.5293786,,,
,,,0.5344440,,,
,,,0.5253589,,,
,,,0.5207735,,,
,,,0.5246434,,,
,,,0.5253588,,,
,,,0.5328583,,,
,,,0.5309445,,,
,,,0.5184361,,,
,,,0.5196196,,,
,,,0.5210606,,,
,,,0.5443023,,,
,,,0.5541584,,,
,,,0.5540662,,,
,,,0.5515565,,,
,,,0.5443736,,,
,,,0.5266934,,,
,,,0.5283101,,,
,,,0.5226633,,,
,,,0.5122815,,,
,,,0.5007355,,,
,,,0.4944740,,,
,,,0.4968573,,,
,,,0.4908253,,,
,,,0.5071195,,,
,,,0.5128848,,,
,,,0.5046882,,,
,,,0.5018438,,,
,,,0.4959501,,,
,,,0.4912743,,,
,,,0.4962097,,,
,,,0.4930983,,,
,,,0.4898367,,,
,,,0.4915147,,,
,,,0.4815616,,,
,,,0.4815820,,,
,,,0.4823250,,,
,,,0.4824123,,,
,,,0.4760969,,,
,,,0.4652819,,,
,,,0.4577982,,,
,,,0.4633623,,,
,,,0.4699905,,,
,,,0.4620503,,,
,,,0.4534789,,,
,,,0.4655362,,,
,,,0.4518969,,,
,,,0.4395939,,,
,,,0.4492202,,,
,,,0.4443146,,,
,,,0.4462903,,,
,,,0.4619573,,,
,,,0.4669051,,,
,,,0.4761410,,,
,,,0.4754016,,,
,,,0.4843334,,,
,,,0.4715490,,,
,,,0.4775014,,,
,,,0.4881161,,,
,,,0.4912749,,,
,,,0.4902073,,,
,,,0.4772649,,,
,,,0.4877444,,,
,,,0.4847211,,,
,,,0.4957843,,,
,,,0.4960058,,,
,,,0.4990817,,,
,,,0.5037233,,,
,,,0.5042046,,,
,,,0.5062279,,,
,,,0.5141047,,,
,,,0.5235590,,,
,,,0.5301439,,,
,,,0.5203107,,,
,,,0.5296851,,,
,,,0.5235649,,,
,,,0.5272102,,,
,,,0.5385993,,,
,,,0.5312184,,,
,,,0.5225317,,,
,,,0.5384616,,,
,,,0.5313528,,,
,,,0.5139974,,,
,,,0.5166578,,,
,,,0.5101001,,,
,,,0.5116478,,,
,,,0.5237563,,,
,,,0.5362651,,,
,,,0.5552418,,,
,,,0.5437156,,,
,,,0.5379123,,,
,,,0.5292958,,,
,,,0.5282500,,,
,,,0.5347588,,,
,,,0.5302415,,,
,,,0.5234768,,,
,,,0.5212495,,,
,,,0.5164310,,,
,,,0.5276464,,,
,,,0.5202679,,,
,,,0.5225788,,,
,,,0.5013129,,,
,,,0.4986208,,,
,,,0.4931005,,,
,,,0.4928368,,,
,,,0.4988675,,,
,,,0.5094623,,,
,,,0.5152294,,,
,,,0.4959371,,,
,,,0.4978232,,,
,,,0.4824130,,,
,,,0.4885354,,,
,,,0.4847039,,,
,,,0.4888620,,,
,,,0.4863575,,,
,,,0.4818144,,,
,,,0.4715815,,,
,,,0.4832421,,,
,,,0.4951075,,,
,,,0.4899351,,,
,,,0.4962780,,,
,,,0.4954469,,,
,,,0.4961346,,,
,,,0.4940304,,,
,,,0.4860538,,,
,,,0.4858995,,,
,,,0.4899633,,,
,,,0.5022384,,,
,,,0.5134263,,,
,,,0.5341439,,,
,,,0.5211058,,,
,,,0.5187980,,,
,,,0.5175784,,,
,,,0.5050417,,,
,,,0.4936987,,,
,,,0.4982841,,,
,,,0.4975797,,,
,,,0.4958064,,,
,,,0.4865931,,,
,,,0.4907938,,,
,,,0.4913469,,,
,,,0.4926668,,,
,,,0.4766777,,,
,,,0.4845721,,,
,,,0.4643708,,,
,,,0.4587781,,,
,,,0.4510912,,,
,,,0.4512259,,,
,,,0.4569677,,,
,,,0.4599021,,,
,,,0.4554442,,,
,,,0.4511969,,,
,,,0.4510312,,,
,,,0.4368888,,,
,,,0.4362323,,,
,,,0.4365386,,,
,,,0.4330742,,,
,,,0.4352045,,,
,,,0.4444912,,,
,,,0.4445916,,,
,,,0.4381728,,,
,,,0.4454803,,,
,,,0.4458973,,,
,,,0.4584309,,,
,,,0.4556527,,,
,,,0.4423843,,,
,,,0.4510032,,,
,,,0.4608054,,,
,,,0.4748169,,,
,,,0.4796973,,,
,,,0.4765378,,,
,,,0.4782126,,,
,,,0.4912010,,,
,,,0.4877075,,,
,,,0.4853440,,,
,,,0.4735868,,,
,,,0.4756879,,,
,,,0.4731197,,,
,,,0.4780666,,,
,,,0.4800495,,,
,,,0.4978834,,,
,,,0.4883828,,,
,,,0.5096481,,,
,,,0.5162627,,,
,,,0.5164789,,,
,,,0.5136490,,,
,,,0.5055827,,,
,,,0.5122417,,,
