Time (ns),Quercetin-FN1,pQ3RU-FN1
18.7100010,0.5299453,0.4788128
18.7120018,0.5381024,0.4962302
18.7140007,0.5346653,0.4957274
18.7160015,0.5395688,0.4995390
18.7180004,0.5452254,0.5027558
18.7200012,0.5510732,0.4898216
18.7220001,0.5660023,0.4976202
18.7240009,0.5677362,0.4855608
18.7260017,0.5737991,0.5042142
18.7280006,0.5746254,0.5075917
18.7300014,0.5705733,0.4970613
18.7320004,0.5682535,0.4901327
18.7340012,0.5776062,0.4986636
18.7360001,0.5894217,0.4881657
18.7380009,0.5907707,0.4874294
18.7400017,0.5959841,0.4991584
18.7420006,0.5849755,0.4909988
18.7440014,0.5960297,0.4924106
18.7460003,0.5966786,0.4880449
18.7480011,0.6027120,0.5011761
18.7500000,0.6033624,0.5070764
18.7520008,0.5946218,0.4991051
18.7540016,0.6012805,0.4983585
18.7560005,0.6172746,0.4939265
18.7580013,0.6118618,0.4864298
18.7600002,0.6151660,0.5187324
18.7620010,0.6171762,0.5228432
18.7639999,0.6145904,0.5217718
18.7660007,0.6037866,0.5317404
18.7680016,0.6170821,0.5246949
18.7700005,0.5958059,0.5107230
18.7720013,0.5944579,0.4993711
18.7740002,0.6017279,0.4977590
18.7760010,0.5962667,0.5040328
18.7780018,0.5993329,0.4997871
18.7800007,0.6087636,0.5065126
18.7820015,0.6058096,0.5075139
18.7840004,0.5776222,0.5068355
18.7860012,0.5835900,0.5063227
18.7880001,0.5984173,0.5056541
18.7900009,0.5974445,0.4940941
18.7920017,0.5973402,0.5146886
18.7940006,0.5875307,0.5205283
18.7960014,0.5764060,0.5177293
18.7980003,0.5824116,0.5185686
18.8000011,0.5796157,0.5125282
18.8020000,0.5745748,0.5150253
18.8040009,0.5629914,0.5074674
18.8060017,0.5447880,0.5031205
18.8080006,0.5509976,0.5094638
18.8100014,0.5479339,0.5011621
18.8120003,0.5606504,0.5007001
18.8140011,0.5546191,0.4996320
18.8160000,0.5518892,0.5098441
18.8180008,0.5587615,0.5145842
18.8200016,0.5517316,0.5124241
18.8220005,0.5569393,0.5185937
18.8240013,0.5438760,0.5099699
18.8260002,0.5423802,0.5105441
18.8280010,0.5442012,0.5076430
18.8300018,0.5448565,0.5101741
18.8320007,0.5502445,0.5150337
18.8340015,0.5520147,0.5178284
18.8360004,0.5538938,0.5103144
18.8380013,0.5521651,0.4959520
18.8400002,0.5582210,0.4916419
18.8420010,0.5438727,0.4857112
18.8440018,0.5365028,0.4902040
18.8460007,0.5406762,0.4919595
18.8480015,0.5350018,0.4832893
18.8500004,0.5372344,0.4816875
18.8520012,0.5418952,0.4760503
18.8540001,0.5326363,0.4919952
18.8560009,0.5363684,0.4721579
18.8580017,0.5393745,0.4655207
18.8600006,0.5327602,0.4750702
18.8620014,0.5353141,0.4781817
18.8640003,0.5306790,0.4936462
18.8660011,0.5296933,0.4741018
18.8680000,0.5232307,0.4675126
18.8700008,0.5342470,0.4649526
18.8720016,0.5318305,0.4646811
18.8740005,0.5284958,0.4683122
18.8760014,0.5415636,0.4754258
18.8780003,0.5400774,0.4689044
18.8800011,0.5257388,0.4604202
18.8820000,0.5335283,0.4666931
18.8840008,0.5288674,0.4660927
18.8860016,0.5229467,0.4672108
18.8880005,0.5146358,0.4768448
18.8900013,0.5224555,0.4883965
18.8920002,0.5204760,0.4925134
18.8940010,0.5210994,0.4828600
18.8960018,0.5185676,0.4737347
18.8980007,0.5000872,0.4829144
18.9000015,0.5047693,0.4716811
18.9020004,0.5011979,0.4856035
18.9040012,0.4949780,0.4797119
18.9060001,0.5104597,0.4932261
18.9080009,0.5041022,0.4888997
18.9100018,0.5103853,0.4807190
18.9120007,0.5185144,0.4729556
18.9140015,0.5220665,0.4832078
18.9160004,0.5097054,0.4691088
18.9180012,0.5154130,0.4701322
18.9200001,0.5131490,0.4792793
18.9220009,0.5202857,0.4806341
18.9240017,0.5276392,0.4813854
18.9260006,0.5178252,0.4842026
18.9280014,0.5184777,0.4741692
18.9300003,0.5313200,0.4736658
18.9320011,0.5361266,0.4741951
18.9340000,0.5373315,0.4722404
18.9360008,0.5306668,0.4930498
18.9380016,0.5344416,0.4963070
18.9400005,0.5248109,0.4951179
18.9420013,0.5172654,0.4891177
18.9440002,0.5101427,0.4770531
18.9460011,0.5075672,0.4754474
18.9480000,0.5058447,0.4716435
18.9500008,0.5058621,0.4766811
18.9520016,0.4991849,0.4666439
18.9540005,0.4967713,0.4852438
18.9560013,0.4972878,0.4793774
18.9580002,0.5027663,0.4746626
18.9600010,0.5016574,0.4644362
18.9620018,0.5048342,0.4678752
18.9640007,0.4945772,0.4460271
18.9660015,0.4941210,0.4512837
18.9680004,0.4933902,0.4463437
18.9700012,0.5003228,0.4491944
18.9720001,0.4898034,0.4598953
18.9740009,0.4896484,0.4560510
18.9760017,0.5014606,0.4532543
18.9780006,0.5046945,0.4473272
18.9800014,0.5181296,0.4450021
18.9820004,0.5243766,0.4523799
18.9840012,0.5203214,0.4474126
18.9860001,0.5149090,0.4707282
18.9880009,0.5252132,0.4711200
18.9900017,0.5407216,0.4682575
18.9920006,0.5391381,0.4646361
18.9940014,0.5259439,0.4603655
18.9960003,0.5221952,0.4605788
18.9980011,0.5219886,0.4618761
19.0000000,0.5229172,0.4461119
19.0020008,0.5289080,0.4324537
19.0040016,0.5148449,0.4217010
19.0060005,0.5131575,0.4197964
19.0080013,0.5032317,0.4169190
19.0100002,0.5155291,0.4289523
19.0120010,0.5195466,0.4411251
19.0140018,0.5123892,0.4288580
19.0160007,0.5222130,0.4354687
19.0180016,0.5169589,0.4353341
19.0200005,0.5157755,0.4486828
19.0220013,0.5139987,0.4517463
19.0240002,0.4971776,0.4487279
19.0260010,0.4966756,0.4492439
19.0280018,0.5073529,0.4545952
19.0300007,0.5032079,0.4609652
19.0320015,0.5073898,0.4449720
19.0340004,0.4966199,0.4346689
19.0360012,0.5028167,0.4363888
19.0380001,0.4945301,0.4395831
19.0400009,0.4889843,0.4312091
19.0420017,0.4964104,0.4281026
19.0440006,0.4943717,0.4430453
19.0460014,0.4889518,0.4387486
19.0480003,0.4907726,0.4492049
19.0500011,0.5005899,0.4436214
19.0520000,0.5102804,0.4455075
19.0540009,0.5190527,0.4551496
19.0560017,0.5009036,0.4576066
19.0580006,0.4952269,0.4574433
19.0600014,0.4843979,0.4515254
19.0620003,0.4844539,0.4413428
19.0640011,0.4955820,0.4595050
19.0660000,0.4912109,0.4534042
19.0680008,0.4940822,0.4508034
19.0700016,0.4775901,0.4599716
19.0720005,0.4828965,0.4597358
19.0740013,0.4819297,0.4498845
19.0760002,0.4880372,0.4509278
19.0780010,0.4860635,0.4467336
19.0800018,0.4874762,0.4430813
19.0820007,0.4792148,0.4374211
19.0840015,0.4828457,0.4377602
19.0860004,0.4980524,0.4336299
19.0880013,0.5117095,0.4454899
19.0900002,0.5138745,0.4383614
19.0920010,0.5084136,0.4538625
19.0940018,0.5198065,0.4493441
19.0960007,0.5088845,0.4484876
19.0980015,0.5117633,0.4447680
19.1000004,0.5140045,0.4519361
19.1020012,0.5184740,0.4589453
19.1040001,0.5267836,0.4714080
19.1060009,0.5139417,0.4600222
19.1080017,0.5044601,0.4779421
19.1100006,0.5113342,0.4902157
19.1120014,0.5141006,0.4908473
19.1140003,0.5084593,0.4785122
19.1160011,0.5034643,0.4662305
19.1180000,0.5039303,0.4694112
19.1200008,0.5096030,0.4760599
19.1220016,0.5065791,0.4778714
19.1240005,0.5119091,0.4770407
19.1260014,0.5103598,0.4731131
19.1280003,0.5117862,0.4743327
19.1300011,0.5005851,0.4802765
19.1320000,0.4995176,0.4820533
19.1340008,0.5255734,0.4858103
19.1360016,0.5205799,0.4790122
19.1380005,0.5107923,0.4814975
19.1400013,0.5081846,0.4863816
19.1420002,0.5070184,0.4599625
19.1440010,0.5110871,0.4504125
19.1460018,0.5049590,0.4564526
19.1480007,0.5110143,0.4534726
19.1500015,0.5037217,0.4571493
19.1520004,0.5052029,0.4716820
19.1540012,0.4947041,0.4619859
19.1560001,0.4999550,0.4639394
19.1580009,0.5137099,0.4518926
19.1600018,0.5188573,0.4521389
19.1620007,0.5326134,0.4470834
19.1640015,0.5158384,0.4538803
19.1660004,0.5219380,0.4459442
19.1680012,0.5176489,0.4519529
19.1700001,0.5082643,0.4510050
19.1720009,0.5220224,0.4432339
19.1740017,0.5221399,0.4451804
19.1760006,0.5291312,0.4544375
19.1780014,0.5247782,0.4514836
19.1800003,0.5260298,0.4508077
19.1820011,0.5282456,0.4501184
19.1840000,0.5325258,0.4274937
19.1860008,0.5274102,0.4413921
19.1880016,0.5147253,0.4445286
19.1900005,0.5215509,0.4425303
19.1920013,0.5260664,0.4465221
19.1940002,0.5316836,0.4335853
19.1960011,0.5319324,0.4457930
19.1980019,0.5141346,0.4592108
19.2000008,0.5201688,0.4549316
19.2020016,0.5131900,0.4482270
19.2040005,0.5202283,0.4343039
19.2060013,0.5240875,0.4372994
19.2080002,0.5297030,0.4398332
19.2100010,0.5442336,0.4413128
19.2120018,0.5553674,0.4534877
19.2140007,0.5467126,0.4443557
19.2160015,0.5569033,0.4393698
19.2180004,0.5445115,0.4356686
19.2200012,0.5259454,0.4456584
19.2220001,0.5170978,0.4547664
19.2240009,0.5006785,0.4544275
19.2260017,0.5017444,0.4494923
19.2280006,0.4985639,0.4728957
19.2300014,0.5103855,0.4593685
19.2320004,0.5181327,0.4585871
19.2340012,0.5135642,0.4530237
19.2360001,0.4992336,0.4442866
19.2380009,0.5111879,0.4410265
19.2400017,0.5151308,0.4510183
19.2420006,0.5117389,0.4368808
19.2440014,0.5200288,0.4484420
19.2460003,0.5242175,0.4493779
19.2480011,0.5179089,0.4488309
19.2500000,0.5239745,0.4427443
19.2520008,0.5255750,0.4446972
19.2540016,0.5190004,0.4366493
19.2560005,0.5229785,0.4277383
19.2580013,0.5167313,0.4439252
19.2600002,0.5156100,0.4456888
19.2620010,0.5258256,0.4380902
19.2640018,0.5366464,0.4480991
19.2660007,0.5481431,0.4556588
19.2680016,0.5360404,0.4598329
19.2700005,0.5388022,0.4601896
19.2720013,0.5575261,0.4711762
19.2740002,0.5549366,0.4590174
19.2760010,0.5548299,0.4575587
19.2780018,0.5447555,0.4556081
19.2800007,0.5303605,0.4623337
19.2820015,0.5397525,0.4577149
19.2840004,0.5477259,0.4655584
19.2860012,0.5285705,0.4609101
19.2880001,0.5287480,0.4704146
19.2900009,0.5376256,0.4717630
19.2920017,0.5423642,0.4652225
19.2940006,0.5464256,0.4575984
19.2960014,0.5411111,0.4548497
19.2980003,0.5277416,0.4392504
19.3000011,0.5247381,0.4513575
19.3020000,0.5042388,0.4417458
19.3040009,0.5173656,0.4398083
19.3060017,0.5177320,0.4528593
19.3080006,0.5088831,0.4515274
19.3100014,0.5045367,0.4631594
19.3120003,0.5060401,0.4583214
19.3140011,0.4990453,0.4585187
19.3160000,0.5146929,0.4528386
19.3180008,0.5068942,0.4430088
19.3200016,0.5072193,0.4440939
19.3220005,0.5036527,0.4382519
19.3240013,0.4940048,0.4513245
19.3260002,0.4928875,0.4560170
19.3280010,0.4940955,0.4492218
19.3300018,0.4969899,0.4443492
19.3320007,0.5090892,0.4420062
19.3340015,0.5247617,0.4406026
19.3360004,0.5297368,0.4601197
19.3380013,0.5344598,0.4625119
19.3400002,0.5441315,0.4599231
19.3420010,0.5389479,0.4615362
19.3440018,0.5463903,0.4749879
19.3460007,0.5398876,0.4671651
19.3480015,0.5371916,0.4755152
19.3500004,0.5417677,0.4710469
19.3520012,0.5550145,0.4714158
19.3540001,0.5500528,0.4681348
19.3560009,0.5551038,0.4637271
19.3580017,0.5537716,0.4583160
19.3600006,0.5523278,0.4484023
19.3620014,0.5533776,0.4467819
19.3640003,0.5596036,0.4469518
19.3660011,0.5514501,0.4353138
19.3680000,0.5614876,0.4290820
19.3700008,0.5630191,0.4264517
19.3720016,0.5492814,0.4303200
19.3740005,0.5444183,0.4234804
19.3760014,0.5395235,0.4253924
19.3780003,0.5443538,0.4165164
19.3800011,0.5589114,0.4159299
19.3820000,0.5635261,0.4207986
19.3840008,0.5673308,0.4195326
19.3860016,0.5665207,0.4238842
19.3880005,0.5657288,0.4281030
19.3900013,0.5568402,0.4446095
19.3920002,0.5618237,0.4466847
19.3940010,0.5635193,0.4391913
19.3960018,0.5682748,0.4306868
19.3980007,0.5653829,0.4384823
19.4000015,0.5656101,0.4456836
19.4020004,0.5627668,0.4589913
19.4040012,0.5677322,0.4577078
19.4060001,0.5772206,0.4538139
19.4080009,0.5818313,0.4567159
19.4100018,0.5742177,0.4561185
19.4120007,0.5537179,0.4675339
19.4140015,0.5465863,0.4647087
19.4160004,0.5370868,0.4637462
19.4180012,0.5427841,0.4496081
19.4200001,0.5422478,0.4546630
19.4220009,0.5346123,0.4609125
19.4240017,0.5205429,0.4492387
19.4260006,0.5270126,0.4435319
19.4280014,0.5378819,0.4444994
19.4300003,0.5485777,0.4356942
19.4320011,0.5473803,0.4326087
19.4340000,0.5376753,0.4446669
19.4360008,0.5362491,0.4333721
19.4380016,0.5499345,0.4336459
19.4400005,0.5316192,0.4492146
19.4420013,0.5329260,0.4490651
19.4440002,0.5269577,0.4463208
19.4460011,0.5165423,0.4501519
19.4480019,0.5204887,0.4595064
19.4500008,0.5162293,0.4577583
19.4520016,0.5172639,0.4572177
19.4540005,0.5099502,0.4733885
19.4560013,0.5125678,0.4745916
19.4580002,0.4968694,0.4792481
19.4600010,0.4908774,0.4835589
19.4620018,0.4976655,0.4783618
19.4640007,0.4995491,0.4721181
19.4660015,0.4970969,0.4737584
19.4680004,0.4922929,0.4693602
19.4700012,0.4997574,0.4742399
19.4720001,0.4903117,0.4694303
19.4740009,0.4966793,0.4534495
19.4760017,0.4911329,0.4557126
19.4780006,0.4955570,0.4508919
19.4800014,0.5030979,0.4573132
19.4820004,0.5074703,0.4413095
19.4840012,0.5059913,0.4381694
19.4860001,0.5177394,0.4334752
19.4880009,0.5183054,0.4204337
19.4900017,0.5231537,0.4234138
19.4920006,0.5246553,0.4224504
19.4940014,0.5326642,0.4248006
19.4960003,0.5301140,0.4273683
19.4980011,0.5228747,0.4399546
19.5000000,0.5328941,0.4405150
19.5020008,0.5135753,0.4494916
19.5040016,0.5194314,0.4366142
19.5060005,0.5283382,0.4415932
19.5080013,0.5396603,0.4369244
19.5100002,0.5527130,0.4494166
19.5120010,0.5436112,0.4472737
19.5140018,0.5476032,0.4397013
19.5160007,0.5659915,0.4419295
19.5180016,0.5759091,0.4425578
19.5200005,0.5795807,0.4477246
19.5220013,0.5642813,0.4509220
19.5240002,0.5553036,0.4563214
19.5260010,0.5419478,0.4524931
19.5280018,0.5521694,0.4438223
19.5300007,0.5426719,0.4561112
19.5320015,0.5307255,0.4533868
19.5340004,0.5232899,0.4611087
19.5360012,0.5102466,0.4510938
19.5380001,0.5065600,0.4428566
19.5400009,0.5013185,0.4574000
19.5420017,0.5178953,0.4434827
19.5440006,0.5139516,0.4495762
19.5460014,0.5102662,0.4445098
19.5480003,0.5126783,0.4611921
19.5500011,0.5211284,0.4565649
19.5520000,0.5218157,0.4651390
19.5540009,0.5233229,0.4671888
19.5560017,0.5123359,0.4610837
19.5580006,0.5167810,0.4561467
19.5600014,0.5164900,0.4632502
19.5620003,0.5081225,0.4540678
19.5640011,0.5175987,0.4514020
19.5660000,0.5157332,0.4536542
19.5680008,0.5096177,0.4497844
19.5700016,0.5128162,0.4554608
19.5720005,0.5217037,0.4559260
19.5740013,0.5191134,0.4531668
19.5760002,0.5087267,0.4520546
19.5780010,0.5107573,0.4531934
19.5800018,0.5125440,0.4584330
19.5820007,0.5054927,0.4616475
19.5840015,0.5035040,0.4510365
19.5860004,0.5069886,0.4452313
19.5880013,0.5023477,0.4477882
19.5900002,0.5143059,0.4433089
19.5920010,0.4999610,0.4393447
19.5940018,0.5156239,0.4314208
19.5960007,0.5185879,0.4262408
19.5980015,0.5003484,0.4112884
19.6000004,0.5011194,0.4050248
19.6020012,0.4987931,0.3985523
19.6040001,0.5087669,0.3917135
19.6060009,0.5159693,0.3895468
19.6080017,0.5061251,0.3771204
19.6100006,0.5082785,0.3901472
19.6120014,0.5012141,0.3905727
19.6140003,0.4998318,0.3903934
19.6160011,0.4931868,0.3896837
19.6180000,0.4803973,0.3903908
19.6200008,0.5009641,0.3838505
19.6220016,0.5065638,0.3814243
19.6240005,0.5024071,0.3923782
19.6260014,0.5198050,0.3791296
19.6280003,0.5146397,0.3958450
19.6300011,0.5177868,0.3984045
19.6320019,0.5244001,0.3868108
19.6340008,0.5202547,0.4003060
19.6360016,0.5175173,0.4056150
19.6380005,0.5230352,0.4154587
19.6400013,0.5272377,0.4162567
19.6420002,0.5279790,0.4073251
19.6440010,0.5465779,0.4067480
19.6460018,0.5485978,0.3940386
19.6480007,0.5424857,0.3999280
19.6500015,0.5334588,0.4009586
19.6520004,0.5510198,0.3829765
19.6540012,0.5412970,0.3882922
19.6560001,0.5465048,0.3850892
19.6580009,0.5453300,0.3974356
19.6600018,0.5609255,0.3969188
19.6620007,0.5580824,0.3944133
19.6640015,0.5577139,0.3938376
19.6660004,0.5641398,0.3932612
19.6680012,0.5566754,0.3864955
19.6700001,0.5589843,0.3890688
19.6720009,0.5489026,0.3844887
19.6740017,0.5510715,0.3824272
19.6760006,0.5483344,0.3705516
19.6780014,0.5437363,0.3689777
19.6800003,0.5500573,0.3711009
19.6820011,0.5507052,0.3727803
19.6840000,0.5489106,0.3672254
19.6860008,0.5543445,0.3749590
19.6880016,0.5486336,0.3699271
19.6900005,0.5524269,0.3701922
19.6920013,0.5423301,0.3711784
19.6940002,0.5498297,0.3751724
19.6960011,0.5464874,0.3717890
19.6980019,0.5485956,0.3801976
19.7000008,0.5604464,0.3837702
19.7020016,0.5603803,0.3672996
19.7040005,0.5676585,0.3720755
19.7060013,0.5693877,0.3766770
19.7080002,0.5665968,0.3836900
19.7100010,0.5744001,0.3802790
19.7120018,0.5733113,0.3829571
19.7140007,0.5650219,0.3881100
19.7160015,0.5877745,0.3707614
19.7180004,0.5792782,0.3718597
19.7200012,0.5766894,0.3676008
19.7220001,0.5811511,0.3682812
19.7240009,0.5825911,0.3622543
19.7260017,0.5763368,0.3773530
19.7280006,0.5719690,0.3911695
19.7300014,0.5634128,0.3971931
19.7320004,0.5843046,0.3832974
19.7340012,0.5862399,0.3842095
19.7360001,0.5831058,0.3896271
19.7380009,0.5883808,0.3801950
19.7400017,0.5918232,0.3869279
19.7420006,0.5959074,0.3847427
19.7440014,0.5996546,0.3931570
19.7460003,0.5986402,0.3890795
19.7480011,0.5946716,0.3948886
19.7500000,0.5897461,0.4102159
19.7520008,0.5942277,0.4059304
19.7540016,0.5795772,0.3983819
19.7560005,0.5774843,0.3828337
19.7580013,0.5740582,0.3846195
19.7600002,0.5734204,0.3760436
19.7620010,0.5650778,0.3743927
19.7640018,0.5688672,0.3786180
19.7660007,0.5761659,0.3734795
19.7680016,0.5817479,0.3580094
19.7700005,0.5685248,0.3687069
19.7720013,0.5700938,0.3730778
19.7740002,0.5685421,0.3718613
19.7760010,0.5499409,0.3744930
19.7780018,0.5502090,0.3809215
19.7800007,0.5361810,0.3851847
19.7820015,0.5297916,0.3881435
19.7840004,0.5315779,0.3901769
19.7860012,0.5282092,0.3903472
19.7880001,0.5269878,0.3962614
19.7900009,0.5390421,0.3894670
19.7920017,0.5496070,0.3875182
19.7940006,0.5437478,0.3960962
19.7960014,0.5586068,0.4008448
19.7980003,0.5545680,0.4027446
19.8000011,0.5487626,0.4076107
19.8020000,0.5461750,0.4108763
19.8040009,0.5343962,0.4145050
19.8060017,0.5241194,0.4170434
19.8080006,0.5234522,0.4191390
19.8100014,0.5149894,0.4196922
19.8120003,0.5226698,0.4143405
19.8140011,0.5288587,0.3941705
19.8160019,0.5358027,0.4056205
19.8180008,0.5353817,0.3984627
19.8200016,0.5308430,0.4053169
19.8220005,0.5291653,0.3919316
19.8240013,0.5339018,0.4094494
19.8260002,0.5282611,0.4217452
19.8280010,0.5246077,0.4237758
19.8300018,0.5276489,0.4194500
19.8320007,0.5467873,0.4081664
19.8340015,0.5592201,0.4202297
19.8360004,0.5575686,0.4253532
19.8380013,0.5411221,0.4365168
19.8400002,0.5470603,0.4392499
19.8420010,0.5352072,0.4312007
19.8440018,0.5282922,0.4369457
19.8460007,0.5328745,0.4308607
19.8480015,0.5385566,0.4235913
19.8500004,0.5484013,0.4219249
19.8520012,0.5516914,0.4260574
19.8540001,0.5502419,0.4325637
19.8560009,0.5485319,0.4361610
19.8580017,0.5398946,0.4340892
19.8600006,0.5539565,0.4299532
19.8620014,0.5634182,0.4281496
19.8640003,0.5573755,0.4285445
19.8660011,0.5559226,0.4314741
19.8680000,0.5454166,0.4288808
19.8700008,0.5498498,0.4181693
19.8720016,0.5434222,0.4236878
19.8740005,0.5450074,0.4285438
19.8760014,0.5598991,0.4379385
19.8780003,0.5592815,0.4284010
19.8800011,0.5535712,0.4177068
19.8820019,0.5602279,0.4213780
19.8840008,0.5668830,0.4198840
19.8860016,0.5542349,0.4147257
19.8880005,0.5430920,0.4267524
19.8900013,0.5441898,0.4357329
19.8920002,0.5467074,0.4290309
19.8940010,0.5548009,0.4267201
19.8960018,0.5457695,0.4270521
19.8980007,0.5501035,0.4302307
19.9000015,0.5429727,0.4304323
19.9020004,0.5384143,0.4384041
19.9040012,0.5369384,0.4551509
19.9060001,0.5473388,0.4508616
19.9080009,0.5475434,0.4466525
19.9100018,0.5528614,0.4612546
19.9120007,0.5568138,0.4636698
19.9140015,0.5667780,0.4605392
19.9160004,0.5690417,0.4623550
19.9180012,0.5677688,0.4483307
19.9200001,0.5786778,0.4465321
19.9220009,0.5467704,0.4553120
19.9240017,0.5512571,0.4579257
19.9260006,0.5437592,0.4652798
19.9280014,0.5465322,0.4647167
19.9300003,0.5517302,0.4621008
19.9320011,0.5566294,0.4670881
19.9340000,0.5635959,0.4751880
19.9360008,0.5686633,0.4737857
19.9380016,0.5678211,0.4787898
19.9400005,0.5586194,0.4686779
19.9420013,0.5675443,0.5002988
19.9440002,0.5681363,0.4840984
19.9460011,0.5618563,0.4832070
19.9480019,0.5602266,0.4927343
19.9500008,0.5644095,0.4842925
19.9520016,0.5600150,0.4958830
19.9540005,0.5711292,0.4919105
19.9560013,0.5707762,0.4933112
19.9580002,0.5672103,0.4871331
19.9600010,0.5633151,0.4828240
19.9620018,0.5573037,0.4889161
19.9640007,0.5598712,0.5097415
19.9660015,0.5675907,0.4997649
19.9680004,0.5743455,0.4970859
19.9700012,0.5726553,0.5005223
19.9720001,0.5724487,0.5058178
19.9740009,0.5725445,0.5002208
19.9760017,0.5618991,0.4914035
19.9780006,0.5632370,0.4960456
19.9800014,0.5627859,0.4825331
19.9820004,0.5662950,0.4803363
19.9840012,0.5347725,0.4878237
19.9860001,0.5367104,0.4943759
19.9880009,0.5310749,0.4981598
19.9900017,0.5241461,0.4898168
19.9920006,0.5246248,0.4899270
19.9940014,0.5384481,0.5003297
19.9960003,0.5259276,0.4957543
19.9980011,0.5234943,0.5005184
20.0000000,0.5194532,0.5061048
20.0020008,0.5355594,0.5095168
20.0040016,0.5412488,0.5157491
20.0060005,0.5388191,0.5048312
20.0080013,0.5406762,0.4986942
20.0100002,0.5339401,0.4948018
20.0120010,0.5300919,0.4933733
20.0140018,0.5255562,0.4881836
20.0160007,0.5233246,0.4901540
20.0180016,0.5235614,0.4963996
20.0200005,0.5400050,0.4962396
20.0220013,0.5385324,0.5076782
20.0240002,0.5385019,0.5147261
20.0260010,0.5347226,0.4941970
20.0280018,0.5349155,0.4870340
20.0300007,0.5293786,0.4832468
20.0320015,0.5344440,0.4811927
20.0340004,0.5253589,0.4793735
20.0360012,0.5207735,0.4661632
20.0380001,0.5246434,0.4708861
20.0400009,0.5253588,0.4715774
20.0420017,0.5328583,0.4654734
20.0440006,0.5309445,0.4771302
20.0460014,0.5184361,0.4681723
20.0480003,0.5196196,0.4808865
20.0500011,0.5210606,0.4791186
20.0520000,0.5443023,0.4583701
20.0540009,0.5541584,0.4654836
20.0560017,0.5540662,0.4674469
20.0580006,0.5515565,0.4719534
20.0600014,0.5443736,0.4605121
20.0620003,0.5266934,0.4766425
20.0640011,0.5283101,0.4679078
20.0660019,0.5226633,0.4662756
20.0680008,0.5122815,0.4642966
20.0700016,0.5007355,0.4698280
20.0720005,0.4944740,0.4696866
20.0740013,0.4968573,0.4641490
20.0760002,0.4908253,0.4664061
20.0780010,0.5071195,0.4661331
20.0800018,0.5128848,0.4528894
20.0820007,0.5046882,0.4574108
20.0840015,0.5018438,0.4383300
20.0860004,0.4959501,0.4469207
20.0880013,0.4912743,0.4549417
20.0900002,0.4962097,0.4602450
20.0920010,0.4930983,0.4511154
20.0940018,0.4898367,0.4376498
20.0960007,0.4915147,0.4301968
20.0980015,0.4815616,0.4216826
20.1000004,0.4815820,0.4213700
20.1020012,0.4823250,0.4138262
20.1040001,0.4824123,0.4149705
20.1060009,0.4760969,0.4162580
20.1080017,0.4652819,0.4152000
20.1100006,0.4577982,0.4314914
20.1120014,0.4633623,0.4384583
20.1140003,0.4699905,0.4342502
20.1160011,0.4620503,0.4293132
20.1180000,0.4534789,0.4122846
20.1200008,0.4655362,0.4206864
20.1220016,0.4518969,0.4223419
20.1240005,0.4395939,0.4257850
20.1260014,0.4492202,0.4248528
20.1280003,0.4443146,0.4410704
20.1300011,0.4462903,0.4536880
20.1320019,0.4619573,0.4488395
20.1340008,0.4669051,0.4497147
20.1360016,0.4761410,0.4369366
20.1380005,0.4754016,0.4395344
20.1400013,0.4843334,0.4397987
20.1420002,0.4715490,0.4446666
20.1440010,0.4775014,0.4426157
20.1460018,0.4881161,0.4487260
20.1480007,0.4912749,0.4452727
20.1500015,0.4902073,0.4346766
20.1520004,0.4772649,0.4294786
20.1540012,0.4877444,0.4408926
20.1560001,0.4847211,0.4427090
20.1580009,0.4957843,0.4435475
20.1600018,0.4960058,0.4403303
20.1620007,0.4990817,0.4291523
20.1640015,0.5037233,0.4336566
20.1660004,0.5042046,0.4391984
20.1680012,0.5062279,0.4473512
20.1700001,0.5141047,0.4333730
20.1720009,0.5235590,0.4266730
20.1740017,0.5301439,0.4217562
20.1760006,0.5203107,0.4266824
20.1780014,0.5296851,0.4168266
20.1800003,0.5235649,0.4222692
20.1820011,0.5272102,0.4002238
20.1840000,0.5385993,0.3978873
20.1860008,0.5312184,0.3965868
20.1880016,0.5225317,0.3944027
20.1900005,0.5384616,0.3980961
20.1920013,0.5313528,0.3807749
20.1940002,0.5139974,0.3875515
20.1960011,0.5166578,0.3907855
20.1980019,0.5101001,0.3795565
20.2000008,0.5116478,0.3839041
20.2020016,0.5237563,0.3896583
20.2040005,0.5362651,0.3948132
20.2060013,0.5552418,0.3879213
20.2080002,0.5437156,0.3911245
20.2100010,0.5379123,0.3944305
20.2120018,0.5292958,0.3800825
20.2140007,0.5282500,0.3794653
20.2160015,0.5347588,0.3824362
20.2180004,0.5302415,0.3847039
20.2200012,0.5234768,0.3887152
20.2220001,0.5212495,0.3951622
20.2240009,0.5164310,0.3962762
20.2260017,0.5276464,0.3785420
20.2280006,0.5202679,0.3864565
20.2300014,0.5225788,0.3949951
20.2320004,0.5013129,0.3928157
20.2340012,0.4986208,0.3972086
20.2360001,0.4931005,0.4018062
20.2380009,0.4928368,0.4029420
20.2400017,0.4988675,0.3909922
20.2420006,0.5094623,0.3912479
20.2440014,0.5152294,0.3963603
20.2460003,0.4959371,0.4122300
20.2480011,0.4978232,0.4129809
20.2500019,0.4824130,0.4008855
20.2520008,0.4885354,0.4035314
20.2540016,0.4847039,0.4001846
20.2560005,0.4888620,0.3986195
20.2580013,0.4863575,0.3897372
20.2600002,0.4818144,0.3828026
