Time (ns),Quercetin-FN1,pQ3RU-FN1
59.8300018,0.6910838,0.5103461
59.8320045,0.6886453,0.5077428
59.8340034,0.6700136,0.5003749
59.8360023,0.6706949,0.5005689
59.8380013,0.6751099,0.4949456
59.8400040,0.6773754,0.4905341
59.8420029,0.6835573,0.4936502
59.8440018,0.6828634,0.4976450
59.8460045,0.6794995,0.4897828
59.8480034,0.6845345,0.5008073
59.8500023,0.6809527,0.5026017
59.8520012,0.6886780,0.5078777
59.8540039,0.6975365,0.4870128
59.8560028,0.6863278,0.4804997
59.8580017,0.6897070,0.4795443
59.8600044,0.6863452,0.4797746
59.8620033,0.6853837,0.4798101
59.8640022,0.6898323,0.4899688
59.8660011,0.6920511,0.4929315
59.8680038,0.6833584,0.4815181
59.8700027,0.6836122,0.4936085
59.8720016,0.6960781,0.5045078
59.8740044,0.7071140,0.5200453
59.8760033,0.7060008,0.5265482
59.8780022,0.7085407,0.5226141
59.8800011,0.7018208,0.5083433
59.8820038,0.7046756,0.5150102
59.8840027,0.6833359,0.5065882
59.8860016,0.6823713,0.5040917
59.8880043,0.6805556,0.4979852
59.8900032,0.6809422,0.5001297
59.8920021,0.7011610,0.5035930
59.8940010,0.7172505,0.4985875
59.8960037,0.7278778,0.4930376
59.8980026,0.7191073,0.5053151
59.9000015,0.7101647,0.5085018
59.9020042,0.7005795,0.5026240
59.9040031,0.7210689,0.4938046
59.9060020,0.7257367,0.4970202
59.9080009,0.7294101,0.5020822
59.9100037,0.7298431,0.5000229
59.9120026,0.7291536,0.5054712
59.9140015,0.7451046,0.5061405
59.9160042,0.7427583,0.5015372
59.9180031,0.7470053,0.4944976
59.9200020,0.7367889,0.4935204
59.9220047,0.7229266,0.4816436
59.9240036,0.7252547,0.4880295
59.9260025,0.7310519,0.4904813
59.9280014,0.7319180,0.4880435
59.9300041,0.7304097,0.4898377
59.9320030,0.7270625,0.4894841
59.9340019,0.7276942,0.4945650
59.9360046,0.7360613,0.4901693
59.9380035,0.7359876,0.4944740
59.9400024,0.7332496,0.5016714
59.9420013,0.7496524,0.5056794
59.9440041,0.7393570,0.5001418
59.9460030,0.7423719,0.4977837
59.9480019,0.7439425,0.4989194
59.9500046,0.7498232,0.4955927
59.9520035,0.7330002,0.4990191
59.9540024,0.7317082,0.5087197
59.9560013,0.7313780,0.5053938
59.9580040,0.7218931,0.5095919
59.9600029,0.7350349,0.5244756
59.9620018,0.7295350,0.5247286
59.9640045,0.7213895,0.5393946
59.9660034,0.7311439,0.5309696
59.9680023,0.7391722,0.5298676
59.9700012,0.7303213,0.5322606
59.9720039,0.7257138,0.5293145
59.9740028,0.7147813,0.5284090
59.9760017,0.7234319,0.5263600
59.9780045,0.7230290,0.5258330
59.9800034,0.7212774,0.5301292
59.9820023,0.7203358,0.5402719
59.9840012,0.7172337,0.5336671
59.9860039,0.7150211,0.5269254
59.9880028,0.7006302,0.5318762
59.9900017,0.7019715,0.5426623
59.9920044,0.6981500,0.5497363
59.9940033,0.6870483,0.5565804
59.9960022,0.6891943,0.5774178
59.9980011,0.6866969,0.5792181
60.0000038,0.6779579,0.5647649
60.0020027,0.6837213,0.5692644
60.0040016,0.6914476,0.5781144
60.0060043,0.7007263,0.5763299
60.0080032,0.7104604,0.5784822
60.0100021,0.7141932,0.5877418
60.0120010,0.7241768,0.5791633
60.0140038,0.7191277,0.5799578
60.0160027,0.7178131,0.5677021
60.0180016,0.7359563,0.5790662
60.0200043,0.7324468,0.5700186
60.0220032,0.7309330,0.5654570
60.0240021,0.7300580,0.5600152
60.0260010,0.7263412,0.5604158
60.0280037,0.7215644,0.5508564
60.0300026,0.7078077,0.5567109
60.0320015,0.7092851,0.5353676
60.0340042,0.7080440,0.5343165
60.0360031,0.7153051,0.5378748
60.0380020,0.7245948,0.5377164
60.0400047,0.7091421,0.5458226
60.0420036,0.7129363,0.5406267
60.0440025,0.7031386,0.5300447
60.0460014,0.6896980,0.5354841
60.0480042,0.7053510,0.5311496
60.0500031,0.7021214,0.5380462
60.0520020,0.7159003,0.5427732
60.0540047,0.7010069,0.5427557
60.0560036,0.6938750,0.5615938
60.0580025,0.6812442,0.5642779
60.0600014,0.6822156,0.5587003
60.0620041,0.6711073,0.5756132
60.0640030,0.6698942,0.5636561
60.0660019,0.6705266,0.5640175
60.0680046,0.6707966,0.5625959
60.0700035,0.6737268,0.5633929
60.0720024,0.6803912,0.5683963
60.0740013,0.6773326,0.5708165
60.0760040,0.6797801,0.5757977
60.0780029,0.6804077,0.5648692
60.0800018,0.6731791,0.5597731
60.0820045,0.6788684,0.5643407
60.0840034,0.6757066,0.5609603
60.0860023,0.6551875,0.5617642
60.0880013,0.6558480,0.5685830
60.0900040,0.6618510,0.5782444
60.0920029,0.6602408,0.5818549
60.0940018,0.6680167,0.5710046
60.0960045,0.6749892,0.5697950
60.0980034,0.6783667,0.5713593
60.1000023,0.6711328,0.5809977
60.1020012,0.6757488,0.5832095
60.1040039,0.6787786,0.5738047
60.1060028,0.6887722,0.5803484
60.1080017,0.6921449,0.5789855
60.1100044,0.7104653,0.5874979
60.1120033,0.7050410,0.5676741
60.1140022,0.7073883,0.5758086
60.1160011,0.7076519,0.5735063
60.1180038,0.6910945,0.5646293
60.1200027,0.6840619,0.5730295
60.1220016,0.6541057,0.5801618
60.1240044,0.6597675,0.5967522
60.1260033,0.6598752,0.5877810
60.1280022,0.6713358,0.6104628
60.1300011,0.6942365,0.6061204
60.1320038,0.6984114,0.5940061
60.1340027,0.6871828,0.5978200
60.1360016,0.6821221,0.6026224
60.1380043,0.6974065,0.6075946
60.1400032,0.6972285,0.6018559
60.1420021,0.6961758,0.6002210
60.1440010,0.6834487,0.5941116
60.1460037,0.6780350,0.5890528
60.1480026,0.6797340,0.5887845
60.1500015,0.6855554,0.6010660
60.1520042,0.6893119,0.6098318
60.1540031,0.6877367,0.6141176
60.1560020,0.6955811,0.6154360
60.1580048,0.6945699,0.6106975
60.1600037,0.7033576,0.6128360
60.1620026,0.7174174,0.6083494
60.1640015,0.7097719,0.6111730
60.1660042,0.7026274,0.6151242
60.1680031,0.7062109,0.6121781
60.1700020,0.7003555,0.6206445
60.1720047,0.7135631,0.6243209
60.1740036,0.6985853,0.6282455
60.1760025,0.6984613,0.6176077
60.1780014,0.6948554,0.6213244
60.1800041,0.6923644,0.5990421
60.1820030,0.6914393,0.6090625
60.1840019,0.6839109,0.6046350
60.1860046,0.6804430,0.5972893
60.1880035,0.6793407,0.6109169
60.1900024,0.6897144,0.6127076
60.1920013,0.6981791,0.6044203
60.1940041,0.7021294,0.6152678
60.1960030,0.6990037,0.6365399
60.1980019,0.6942772,0.6414281
60.2000046,0.7031188,0.6297702
60.2020035,0.7057308,0.6241174
60.2040024,0.6981552,0.6294636
60.2060013,0.6842061,0.6250026
60.2080040,0.6925359,0.6251712
60.2100029,0.6798970,0.6325287
60.2120018,0.6871963,0.6274169
60.2140045,0.6821063,0.6271794
60.2160034,0.6806079,0.6322277
60.2180023,0.6666883,0.6391264
60.2200012,0.6693068,0.6317396
60.2220039,0.6788120,0.6260486
60.2240028,0.6806012,0.6159801
60.2260017,0.6875731,0.6086968
60.2280045,0.6983440,0.5997623
60.2300034,0.6938712,0.6116053
60.2320023,0.6948159,0.6014125
60.2340012,0.6930079,0.5912368
60.2360039,0.6984296,0.6000292
60.2380028,0.6919125,0.6025834
60.2400017,0.6938074,0.5964007
60.2420044,0.6861498,0.6041051
60.2440033,0.6781969,0.5948011
60.2460022,0.6738561,0.5907625
60.2480011,0.6849607,0.5782430
60.2500038,0.6836708,0.5835004
60.2520027,0.6974655,0.5829113
60.2540016,0.7006966,0.5960050
60.2560043,0.7043695,0.5828400
60.2580032,0.6960821,0.5825179
60.2600021,0.6965216,0.5771737
60.2620010,0.7002127,0.5766160
60.2640038,0.7024751,0.5595941
60.2660027,0.6956911,0.5618643
60.2680016,0.6833549,0.5607175
60.2700043,0.6845761,0.5687638
60.2720032,0.6903325,0.5824541
60.2740021,0.6864349,0.5646409
60.2760010,0.6798037,0.5501218
60.2780037,0.6815535,0.5517721
60.2800026,0.6870983,0.5558346
60.2820015,0.6889148,0.5708553
60.2840042,0.6911384,0.5693130
60.2860031,0.7037685,0.5646604
60.2880020,0.7110327,0.5608929
60.2900047,0.6904694,0.5516990
60.2920036,0.6907855,0.5614035
60.2940025,0.6993480,0.5616731
60.2960014,0.6993029,0.5565572
60.2980042,0.6947670,0.5792884
60.3000031,0.7049088,0.5785255
60.3020020,0.6924679,0.5807972
60.3040047,0.6902230,0.5725815
60.3060036,0.6803280,0.5703945
60.3080025,0.6850265,0.5655130
60.3100014,0.6980711,0.5475621
60.3120041,0.6806262,0.5656086
60.3140030,0.6898785,0.5597532
60.3160019,0.7070280,0.5625010
60.3180046,0.7042388,0.5650118
60.3200035,0.7008938,0.5709318
60.3220024,0.7004683,0.5759240
60.3240013,0.7011970,0.5809742
60.3260040,0.7015368,0.5780268
60.3280029,0.6935605,0.5770553
60.3300018,0.6960396,0.5790769
60.3320045,0.6863462,0.5778514
60.3340034,0.7046323,0.5735455
60.3360023,0.7076165,0.5825089
60.3380013,0.7036099,0.5785116
60.3400040,0.7000710,0.5827943
60.3420029,0.7029864,0.5801791
60.3440018,0.7166823,0.5977970
60.3460045,0.7066425,0.5947393
60.3480034,0.7046059,0.5902994
60.3500023,0.7112019,0.5895122
60.3520012,0.7057632,0.5887200
60.3540039,0.7001212,0.5927753
60.3560028,0.6937480,0.5934040
60.3580017,0.6963336,0.5825996
60.3600044,0.6790766,0.5873497
60.3620033,0.6777220,0.5865991
60.3640022,0.6779257,0.5894855
60.3660011,0.6890681,0.5955485
60.3680038,0.7009036,0.5791377
60.3700027,0.6872143,0.5599421
60.3720016,0.6870824,0.5661674
60.3740044,0.6957762,0.5542976
60.3760033,0.6924903,0.5389306
60.3780022,0.6860598,0.5476481
60.3800011,0.6767582,0.5448976
60.3820038,0.7022226,0.5339049
60.3840027,0.7084438,0.5397302
60.3860016,0.7073380,0.5511004
60.3880043,0.7143279,0.5562391
60.3900032,0.7101130,0.5401965
60.3920021,0.7082292,0.5299954
60.3940010,0.7193391,0.5218675
60.3960037,0.7159445,0.5268133
60.3980026,0.7126787,0.5450444
60.4000015,0.7061883,0.5417486
60.4020042,0.7074682,0.5516775
60.4040031,0.7135100,0.5437486
60.4060020,0.7037977,0.5401985
60.4080048,0.7075809,0.5397654
60.4100037,0.7034235,0.5440470
60.4120026,0.7140052,0.5502913
60.4140015,0.7012324,0.5478546
60.4160042,0.6920115,0.5482693
60.4180031,0.7023845,0.5440338
60.4200020,0.7043393,0.5517499
60.4220047,0.7135606,0.5465524
60.4240036,0.7232115,0.5517140
60.4260025,0.7361179,0.5535988
60.4280014,0.7447543,0.5391093
60.4300041,0.7401978,0.5408876
60.4320030,0.7387143,0.5267484
60.4340019,0.7440066,0.5288437
60.4360046,0.7396610,0.5314605
60.4380035,0.7362811,0.5335727
60.4400024,0.7334480,0.5267854
60.4420013,0.7404590,0.5305583
60.4440041,0.7243720,0.5288472
60.4460030,0.7447479,0.5242849
60.4480019,0.7364489,0.5362152
60.4500046,0.7235838,0.5313514
60.4520035,0.7185664,0.5310805
60.4540024,0.7131717,0.5259932
60.4560013,0.7155032,0.5426736
60.4580040,0.7101662,0.5418126
60.4600029,0.7075483,0.5554715
60.4620018,0.7089188,0.5572756
60.4640045,0.7050812,0.5472186
60.4660034,0.7044554,0.5505112
60.4680023,0.7150801,0.5506392
60.4700012,0.7053795,0.5524054
60.4720039,0.7160332,0.5561625
60.4740028,0.7231330,0.5450594
60.4760017,0.7138872,0.5413424
60.4780045,0.7135578,0.5297301
60.4800034,0.7240409,0.5489715
60.4820023,0.7214143,0.5566696
60.4840012,0.7171394,0.5510644
60.4860039,0.7122971,0.5409540
60.4880028,0.7254053,0.5362037
60.4900017,0.7363420,0.5461920
60.4920044,0.7450052,0.5373216
60.4940033,0.7556580,0.5475406
60.4960022,0.7440150,0.5568256
60.4980011,0.7278665,0.5563290
60.5000038,0.7323108,0.5636187
60.5020027,0.7455398,0.5596470
60.5040016,0.7362165,0.5543565
60.5060043,0.7370211,0.5601729
60.5080032,0.7250885,0.5627501
60.5100021,0.7164807,0.5672245
60.5120010,0.7146861,0.5628250
60.5140038,0.7201912,0.5562564
60.5160027,0.7212921,0.5440519
60.5180016,0.7194248,0.5591015
60.5200043,0.7118723,0.5508696
60.5220032,0.7195067,0.5410441
60.5240021,0.7217818,0.5383445
60.5260010,0.7216381,0.5277520
60.5280037,0.7273095,0.5434264
60.5300026,0.7423266,0.5328435
60.5320015,0.7366695,0.5167844
60.5340042,0.7334514,0.5116495
60.5360031,0.7263793,0.5058030
60.5380020,0.7144721,0.5038601
60.5400047,0.7288506,0.4968098
60.5420036,0.7127684,0.4917355
60.5440025,0.7005036,0.4863719
60.5460014,0.7023266,0.4799645
60.5480042,0.6971563,0.4835315
60.5500031,0.6991723,0.4803566
60.5520020,0.6985994,0.4785726
60.5540047,0.7101020,0.4736589
60.5560036,0.7029381,0.4742611
60.5580025,0.7035419,0.4647897
60.5600014,0.6958220,0.4470884
60.5620041,0.6947600,0.4580885
60.5640030,0.6983895,0.4393360
60.5660019,0.7085848,0.4275688
60.5680046,0.7118074,0.4403073
60.5700035,0.7062412,0.4387714
60.5720024,0.7020916,0.4304292
60.5740013,0.7074203,0.4350001
60.5760040,0.7141597,0.4387558
60.5780029,0.7208468,0.4408048
60.5800018,0.7262349,0.4458825
60.5820045,0.7273741,0.4539602
60.5840034,0.7270730,0.4708738
60.5860023,0.7303640,0.4623614
60.5880013,0.7275007,0.4650089
60.5900040,0.7352601,0.4710900
60.5920029,0.7249747,0.4508812
60.5940018,0.7234458,0.4591186
60.5960045,0.7198403,0.4535062
60.5980034,0.7057917,0.4428844
60.6000023,0.7024465,0.4597872
60.6020012,0.7006705,0.4576888
60.6040039,0.6911012,0.4691122
60.6060028,0.6937478,0.4703675
60.6080017,0.6921744,0.4866004
60.6100044,0.6932268,0.4841582
60.6120033,0.6987429,0.4860491
60.6140022,0.7023208,0.4698529
60.6160011,0.7137799,0.4696698
60.6180038,0.7228330,0.4772348
60.6200027,0.7386582,0.4825827
60.6220016,0.7358445,0.4830052
60.6240044,0.7405809,0.4810044
60.6260033,0.7536926,0.4714640
60.6280022,0.7493684,0.4625027
60.6300011,0.7461974,0.4611748
60.6320038,0.7519017,0.4618899
60.6340027,0.7476898,0.4496522
60.6360016,0.7471427,0.4466145
60.6380043,0.7326812,0.4511517
60.6400032,0.7344967,0.4518829
60.6420021,0.7471592,0.4615102
60.6440010,0.7412359,0.4619269
60.6460037,0.7234789,0.4542550
60.6480026,0.7252570,0.4601403
60.6500015,0.7227512,0.4794830
60.6520042,0.7254795,0.4786286
60.6540031,0.7052706,0.4833257
60.6560020,0.6857092,0.4725022
60.6580048,0.6669158,0.4774888
60.6600037,0.6784390,0.4670737
60.6620026,0.6766530,0.4654793
60.6640015,0.6726779,0.4747902
60.6660042,0.6772119,0.4842580
60.6680031,0.6813610,0.4859797
60.6700020,0.6851541,0.4866884
60.6720047,0.6898350,0.4998836
60.6740036,0.6987643,0.4988882
60.6760025,0.6929899,0.5090670
60.6780014,0.7004922,0.5121141
60.6800041,0.6877599,0.5187134
60.6820030,0.6969417,0.5249897
60.6840019,0.6816710,0.5116766
60.6860046,0.6869414,0.5096191
60.6880035,0.6810972,0.5098451
60.6900024,0.6737473,0.5114604
60.6920013,0.6846435,0.5132685
60.6940041,0.6881429,0.5258530
60.6960030,0.6827445,0.5322315
60.6980019,0.6781510,0.5282859
60.7000046,0.6750048,0.5347993
60.7020035,0.6846977,0.5326265
60.7040024,0.6791439,0.5295749
60.7060013,0.6718372,0.5151674
60.7080040,0.6506823,0.5409264
60.7100029,0.6622782,0.5377867
60.7120018,0.6773772,0.5347319
60.7140045,0.6736436,0.5281398
60.7160034,0.6653901,0.5237818
60.7180023,0.6645769,0.5108322
60.7200012,0.6656010,0.5059559
60.7220039,0.6603184,0.5064653
60.7240028,0.6651501,0.5173718
60.7260017,0.6766029,0.5212620
60.7280045,0.6746803,0.5132851
60.7300034,0.6800655,0.5206636
60.7320023,0.6661237,0.5086967
60.7340012,0.6625975,0.4967801
60.7360039,0.6746368,0.4840667
60.7380028,0.6619504,0.4914851
60.7400017,0.6534550,0.4977169
60.7420044,0.6540781,0.4876006
60.7440033,0.6526332,0.4843838
60.7460022,0.6443899,0.4773397
60.7480011,0.6491333,0.4824257
60.7500038,0.6507490,0.4805392
60.7520027,0.6441714,0.4810694
60.7540016,0.6457773,0.4745622
60.7560043,0.6510028,0.4750779
60.7580032,0.6635517,0.4782767
60.7600021,0.6591555,0.4774264
60.7620010,0.6772429,0.4773954
60.7640038,0.6769140,0.4637703
60.7660027,0.6848459,0.4661180
60.7680016,0.6928626,0.4659545
60.7700043,0.6791565,0.4608658
60.7720032,0.6760579,0.4501464
60.7740021,0.6742976,0.4550840
60.7760048,0.6532766,0.4549712
60.7780037,0.6684431,0.4688014
60.7800026,0.6626730,0.4783218
60.7820015,0.6543623,0.4735962
60.7840042,0.6613036,0.4582811
60.7860031,0.6572982,0.4786495
60.7880020,0.6649776,0.4895746
60.7900047,0.6716292,0.4833306
60.7920036,0.6616263,0.4841469
60.7940025,0.6523761,0.4672804
60.7960014,0.6415901,0.4665013
60.7980042,0.6623808,0.4671569
60.8000031,0.6628359,0.4678549
60.8020020,0.6718376,0.4744790
60.8040047,0.6760506,0.4653301
60.8060036,0.6739216,0.4737331
60.8080025,0.6753433,0.4616535
60.8100014,0.6756982,0.4676372
60.8120041,0.6821975,0.4818087
60.8140030,0.6768018,0.4798648
60.8160019,0.6972809,0.4572651
60.8180046,0.6937567,0.4674063
60.8200035,0.6998127,0.4590204
60.8220024,0.6875010,0.4642133
60.8240013,0.6871628,0.4666694
60.8260040,0.6832266,0.4704037
60.8280029,0.6803339,0.4703562
60.8300018,0.6939223,0.4477902
60.8320045,0.6903094,0.4505252
60.8340034,0.6872267,0.4618006
60.8360023,0.6860802,0.4536994
60.8380013,0.6855859,0.4525759
60.8400040,0.6761916,0.4589448
60.8420029,0.6792091,0.4652255
60.8440018,0.6840481,0.4675416
60.8460045,0.6823355,0.4675372
60.8480034,0.6858387,0.4623736
60.8500023,0.7048264,0.4581511
60.8520012,0.7077556,0.4635205
60.8540039,0.6820352,0.4548033
60.8560028,0.6813256,0.4504015
60.8580017,0.6726511,0.4563409
60.8600044,0.6753023,0.4359059
60.8620033,0.6753846,0.4264214
60.8640022,0.6782158,0.4113092
60.8660011,0.6749580,0.4223919
60.8680038,0.6647374,0.4234634
60.8700027,0.6721805,0.4286829
60.8720016,0.6618441,0.4285689
60.8740044,0.6583357,0.4254617
60.8760033,0.6736799,0.4107043
60.8780022,0.6543711,0.4214039
60.8800011,0.6615196,0.4324062
60.8820038,0.6565857,0.4220749
60.8840027,0.6473347,0.4178039
60.8860016,0.6475171,0.4215969
60.8880043,0.6402225,0.4237264
60.8900032,0.6379817,0.4226274
60.8920021,0.6398616,0.4272903
60.8940010,0.6435264,0.4279299
60.8960037,0.6337775,0.4255760
60.8980026,0.6344255,0.4453581
60.9000015,0.6293721,0.4534666
60.9020042,0.6288874,0.4462222
60.9040031,0.6196446,0.4358900
60.9060020,0.6253150,0.4336550
60.9080048,0.6270920,0.4443964
60.9100037,0.6381255,0.4600650
60.9120026,0.6521361,0.4528637
60.9140015,0.6644536,0.4512085
60.9160042,0.6535366,0.4485772
60.9180031,0.6447690,0.4751849
60.9200020,0.6420274,0.4779176
60.9220047,0.6454543,0.4690415
60.9240036,0.6457294,0.4671247
60.9260025,0.6533977,0.4632285
60.9280014,0.6668811,0.4635072
60.9300041,0.6657451,0.4626340
60.9320030,0.6789289,0.4740840
60.9340019,0.6792328,0.4703514
60.9360046,0.6754009,0.4664121
60.9380035,0.6682361,0.4762852
60.9400024,0.6724052,0.4750696
60.9420013,0.6866590,0.4718260
60.9440041,0.6929882,0.4689204
60.9460030,0.7066444,0.4657012
60.9480019,0.7113919,0.4649246
60.9500046,0.7071278,0.4651919
60.9520035,0.6999793,0.4671804
60.9540024,0.6886832,0.4653935
60.9560013,0.7051761,0.4645476
60.9580040,0.7020082,0.4730901
60.9600029,0.7058046,0.4629102
60.9620018,0.6986545,0.4607024
60.9640045,0.6996285,0.4735058
60.9660034,0.7044371,0.4802766
60.9680023,0.7219978,0.4805404
60.9700012,0.7237356,0.4886091
60.9720039,0.7174212,0.4790086
60.9740028,0.7255512,0.4976406
60.9760017,0.7278305,0.4979178
60.9780045,0.7215748,0.4945585
60.9800034,0.7128161,0.5004366
60.9820023,0.7008044,0.4993201
60.9840012,0.7044750,0.5019551
60.9860039,0.6976519,0.5088094
60.9880028,0.6908038,0.4886461
60.9900017,0.6882147,0.4908206
60.9920044,0.6890769,0.5037494
60.9940033,0.6723178,0.4932494
60.9960022,0.6768121,0.4966056
60.9980011,0.6813110,0.4927396
61.0000038,0.6865187,0.4783727
61.0020027,0.7031502,0.4826754
61.0040016,0.6980036,0.4828900
61.0060043,0.6967577,0.4904974
61.0080032,0.6926873,0.4796681
61.0100021,0.6954694,0.4899605
61.0120010,0.6924890,0.4944122
61.0140038,0.6929048,0.4900815
61.0160027,0.7111724,0.4790073
61.0180016,0.7053506,0.4802299
61.0200043,0.7026534,0.4886340
61.0220032,0.6931734,0.4810666
61.0240021,0.6865630,0.4710679
61.0260048,0.6910257,0.4678210
61.0280037,0.6947904,0.4750486
61.0300026,0.6965235,0.4819448
61.0320015,0.6885288,0.4953551
61.0340042,0.6986947,0.4963745
61.0360031,0.7055051,0.5025895
61.0380020,0.7214636,0.4973534
61.0400047,0.7137005,0.4773394
61.0420036,0.7067964,0.4794618
61.0440025,0.7054988,0.4707653
61.0460014,0.7017888,0.4736104
61.0480042,0.6868258,0.4837438
61.0500031,0.6797274,0.4744899
61.0520020,0.6784768,0.4809166
61.0540047,0.6758637,0.4948913
61.0560036,0.6853831,0.4766375
61.0580025,0.6993358,0.4972500
61.0600014,0.6964598,0.4924159
61.0620041,0.6864944,0.4870305
61.0640030,0.6818701,0.4841657
61.0660019,0.6963614,0.4736882
61.0680046,0.6977363,0.4823806
61.0700035,0.6795808,0.5031536
61.0720024,0.6719187,0.5084683
61.0740013,0.6631482,0.4886385
61.0760040,0.6892418,0.4814925
61.0780029,0.6909437,0.4832095
61.0800018,0.6839253,0.4969451
61.0820045,0.6816977,0.5082240
61.0840034,0.6769979,0.4971058
61.0860023,0.6753987,0.5069080
61.0880013,0.6764608,0.4954572
61.0900040,0.6781341,0.5051892
61.0920029,0.6718504,0.4944570
61.0940018,0.6562424,0.5127910
61.0960045,0.6504701,0.5118380
61.0980034,0.6563484,0.5037579
61.1000023,0.6626212,0.4996042
61.1020012,0.6759295,0.5124493
61.1040039,0.6855700,0.5149121
61.1060028,0.6875648,0.5070007
61.1080017,0.6908345,0.5098569
61.1100044,0.6911515,0.5074828
61.1120033,0.6957522,0.5171930
61.1140022,0.7088115,0.5172903
61.1160011,0.7001758,0.5342087
61.1180038,0.6966243,0.5424147
61.1200027,0.6906865,0.5448428
61.1220016,0.6915732,0.5523113
61.1240044,0.6902841,0.5506331
61.1260033,0.6893433,0.5462903
61.1280022,0.6871457,0.5490208
61.1300011,0.6824112,0.5488008
61.1320038,0.6889060,0.5309899
61.1340027,0.6836256,0.5434000
61.1360016,0.6756908,0.5281081
61.1380043,0.6799076,0.5224010
61.1400032,0.6772023,0.5157109
61.1420021,0.6714032,0.5130174
61.1440010,0.6793535,0.5151512
61.1460037,0.6782520,0.5064321
61.1480026,0.6878146,0.5072340
61.1500015,0.6903135,0.5029035
61.1520042,0.6768494,0.5061300
61.1540031,0.6775506,0.5252130
61.1560020,0.6713151,0.5093643
61.1580048,0.6830114,0.5143538
61.1600037,0.6946712,0.5068520
61.1620026,0.6873976,0.5005618
61.1640015,0.6916828,0.5148203
61.1660042,0.6838257,0.5195185
61.1680031,0.6924958,0.5029060
61.1700020,0.7009946,0.5176445
61.1720047,0.6930171,0.5062925
61.1740036,0.6929107,0.5140930
61.1760025,0.6777415,0.5076324
61.1780014,0.6757954,0.5074286
61.1800041,0.6742532,0.5055467
61.1820030,0.6739537,0.5068030
61.1840019,0.6824819,0.5133180
61.1860046,0.6857854,0.5228108
61.1880035,0.6814594,0.5236074
61.1900024,0.6764463,0.5235770
61.1920013,0.6554611,0.5169566
61.1940041,0.6644390,0.5207137
61.1960030,0.6725100,0.5145592
61.1980019,0.6829947,0.5201295
61.2000046,0.7044592,0.5349607
61.2020035,0.7101339,0.5362598
61.2040024,0.7002186,0.5504818
61.2060013,0.6919871,0.5412742
61.2080040,0.6957988,0.5344115
61.2100029,0.7094881,0.5371381
61.2120018,0.7154931,0.5304566
61.2140045,0.7099576,0.5195425
61.2160034,0.7136139,0.5092684
61.2180023,0.7121074,0.5120881
61.2200012,0.7092952,0.5207980
61.2220039,0.7155684,0.5212554
61.2240028,0.7285317,0.5180551
61.2260017,0.7084029,0.5232605
61.2280045,0.6995041,0.5275540
61.2300034,0.6889836,0.5264897
61.2320023,0.6785936,0.5235898
61.2340012,0.6750928,0.5157858
61.2360039,0.6807028,0.5248981
61.2380028,0.6760961,0.5235635
61.2400017,0.6734919,0.5227591
61.2420044,0.6646492,0.5174409
61.2440033,0.6524105,0.5185499
61.2460022,0.6513484,0.5208064
61.2480011,0.6640315,0.5171480
61.2500038,0.6624753,0.5220782
61.2520027,0.6383923,0.5267228
61.2540016,0.6497273,0.5244313
61.2560043,0.6474056,0.5398567
61.2580032,0.6540312,0.5382239
61.2600021,0.6437981,0.5323480
61.2620010,0.6447204,0.5086675
61.2640038,0.6452308,0.5161207
61.2660027,0.6647191,0.5325331
61.2680016,0.6685410,0.5293490
61.2700043,0.6640785,0.5181287
61.2720032,0.6515715,0.5343254
61.2740021,0.6592725,0.5285121
61.2760048,0.6603389,0.5378032
61.2780037,0.6776767,0.5244224
61.2800026,0.6752636,0.5234004
61.2820015,0.6714901,0.5134245
61.2840042,0.6773287,0.5236554
61.2860031,0.6758687,0.5286128
61.2880020,0.6784348,0.5323464
61.2900047,0.6834614,0.5312145
61.2920036,0.6908072,0.5363369
61.2940025,0.6920837,0.5318574
61.2960014,0.7031063,0.5246028
61.2980042,0.7089097,0.5331464
61.3000031,0.7067223,0.5350205
61.3020020,0.6927441,0.5360769
61.3040047,0.6879343,0.5281098
61.3060036,0.6790975,0.5235901
61.3080025,0.6820939,0.5292097
61.3100014,0.6943409,0.5479633
61.3120041,0.6770191,0.5454243
61.3140030,0.6798224,0.5360395
61.3160019,0.7011804,0.5461977
61.3180046,0.6962898,0.5419139
61.3200035,0.7138891,0.5406329
61.3220024,0.7150435,0.5372523
61.3240013,0.7099826,0.5296550
61.3260040,0.6913188,0.5301462
61.3280029,0.6906345,0.5278258
61.3300018,0.6943277,0.5330693
61.3320045,0.6873824,0.5426977
61.3340034,0.6864056,0.5309811
61.3360023,0.6787780,0.5292163
61.3380013,0.6746617,0.5332720
61.3400040,0.6729925,0.5152149
61.3420029,0.6675205,0.4959428
61.3440018,0.6519907,0.4842608
61.3460045,0.6592875,0.4831714
61.3480034,0.6625906,0.4830134
61.3500023,0.6707130,0.4817815
61.3520012,0.6708792,0.4807344
61.3540039,0.6625187,0.4803253
61.3560028,0.6649752,0.4923375
61.3580017,0.6559398,0.4951911
61.3600044,0.6447650,0.4852065
61.3620033,0.6416110,0.4760828
61.3640022,0.6472989,0.4872855
61.3660011,0.6400145,0.4928426
61.3680038,0.6230108,0.4947297
61.3700027,0.6287048,0.5040827
61.3720016,0.6419176,0.5055916
61.3740044,0.6338166,0.4976876
61.3760033,0.6197661,0.5076083
61.3780022,0.6214020,0.5035729
61.3800011,0.6270357,0.5143961
